dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
258,1939,1945,1,2,2335,2335,23,10,YUG,1941,1941,0,0,-9,179324,150,211,3160,15724,796,0.0043765,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,USA,1941,1945,0,0,-9,56282200,7656,77483,1154189.4,136665.2,38622.4,0.32201742,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,USA,1941,1945,0,0,-9,56282200,7656,77483,1154189.4,136665.2,38622.4,0.32201742,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,BRA,1944,1945,0,0,-9,157590,-9,213.5,4048,45678,5116.5,0.01108835,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,YUG,1941,1941,0,0,-9,179324,150,211,3160,15724,796,0.0043765,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,CAN,1939,1945,0,0,-9,2049052.857,425.1428571,2400.714286,52787.14286,11660.28571,2702,0.015130114,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,UKG,1939,1945,0,0,-9,13033781.57,3034.142857,12838.14286,224052.1429,48513,18592.28571,0.092298057,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,YUG,1941,1941,0,0,-9,179324,150,211,3160,15724,796,0.0043765,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,FRN,1944,1945,0,0,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,FRN,1939,1940,0,0,-9,3365706.5,2790.5,6181.5,68276.5,41450,6409.5,0.0577155,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,FRN,1944,1945,0,0,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,USR,1941,1945,0,0,-9,7774103.8,6570.2,14410.6,139263.6,187671.8,30746.8,0.11118476,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,SAF,1939,1945,0,0,-9,149516.2857,54,407.7142857,23558.57143,10717.14286,1546.142857,0.005654986,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,BRA,1944,1945,0,0,-9,157590,-9,213.5,4048,45678,5116.5,0.01108835,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,FRN,1939,1940,0,0,-9,3365706.5,2790.5,6181.5,68276.5,41450,6409.5,0.0577155,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,SAF,1939,1945,0,0,-9,149516.2857,54,407.7142857,23558.57143,10717.14286,1546.142857,0.005654986,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,SAF,1939,1945,0,0,-9,149516.2857,54,407.7142857,23558.57143,10717.14286,1546.142857,0.005654986,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,FRN,1944,1945,0,0,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,ETH,1941,1941,0,0,-9,-9,-9,0,2,15513,177,0.0028083,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,USR,1941,1945,0,0,-9,7774103.8,6570.2,14410.6,139263.6,187671.8,30746.8,0.11118476,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,CAN,1939,1945,0,0,-9,2049052.857,425.1428571,2400.714286,52787.14286,11660.28571,2702,0.015130114,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,USA,1941,1945,0,0,-9,56282200,7656,77483,1154189.4,136665.2,38622.4,0.32201742,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,CAN,1939,1945,0,0,-9,2049052.857,425.1428571,2400.714286,52787.14286,11660.28571,2702,0.015130114,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,YUG,1941,1941,0,0,-9,179324,150,211,3160,15724,796,0.0043765,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,FRN,1939,1940,0,0,-9,3365706.5,2790.5,6181.5,68276.5,41450,6409.5,0.0577155,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,BRA,1944,1945,0,0,-9,157590,-9,213.5,4048,45678,5116.5,0.01108835,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,ETH,1941,1941,0,0,-9,-9,-9,0,2,15513,177,0.0028083,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,USR,1941,1945,0,0,-9,7774103.8,6570.2,14410.6,139263.6,187671.8,30746.8,0.11118476,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NTH,1940,1940,0,0,-9,168422,64,153,12668,8880,2418,0.0050486,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,BRA,1944,1945,0,0,-9,157590,-9,213.5,4048,45678,5116.5,0.01108835,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,USA,1941,1945,0,0,-9,56282200,7656,77483,1154189.4,136665.2,38622.4,0.32201742,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
258,1939,1945,1,2,2335,2335,23,10,UKG,1939,1945,0,0,-9,13033781.57,3034.142857,12838.14286,224052.1429,48513,18592.28571,0.092298057,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,NEW,1939,1945,0,0,-9,242235.7143,56.42857143,0,2160.428571,1655.571429,355.7142857,0.001292129,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,ITA,1943,1945,0,0,-9,353537,753.6666667,1049.333333,2576.333333,44953.33333,8734.666667,0.016232433,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,MON,1945,1945,0,0,-9,-9,80,0,29,754,0,0.0004061,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,ITA,1943,1945,0,0,-9,353537,753.6666667,1049.333333,2576.333333,44953.33333,8734.666667,0.016232433,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,CAN,1939,1945,0,0,-9,2049052.857,425.1428571,2400.714286,52787.14286,11660.28571,2702,0.015130114,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,SAF,1939,1945,0,0,-9,149516.2857,54,407.7142857,23558.57143,10717.14286,1546.142857,0.005654986,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,UKG,1939,1945,0,0,-9,13033781.57,3034.142857,12838.14286,224052.1429,48513,18592.28571,0.092298057,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,ITA,1943,1945,0,0,-9,353537,753.6666667,1049.333333,2576.333333,44953.33333,8734.666667,0.016232433,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,BEL,1939,1940,0,0,-9,176338,83.5,2499,28241.5,8345.5,934.5,0.0086036,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,UKG,1939,1945,0,0,-9,13033781.57,3034.142857,12838.14286,224052.1429,48513,18592.28571,0.092298057,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,ETH,1941,1941,0,0,-9,-9,-9,0,2,15513,177,0.0028083,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,FRN,1939,1940,0,0,-9,3365706.5,2790.5,6181.5,68276.5,41450,6409.5,0.0577155,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,
258,1939,1945,1,2,2335,2335,23,10,FRN,1944,1945,0,0,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,USA,1941,1945,0,0,-9,56282200,7656,77483,1154189.4,136665.2,38622.4,0.32201742,GMY,1939,1945,1,1,-9,29312000,5509,19380.71429,243250.1429,88936,24874.42857,0.156704543,WW2
258,1939,1945,1,2,2335,2335,23,10,GRC,1940,1941,0,0,-9,70983,259.5,14.5,733,7359.5,874,0.00355525,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,CAN,1939,1945,0,0,-9,2049052.857,425.1428571,2400.714286,52787.14286,11660.28571,2702,0.015130114,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,BUL,1944,1945,0,0,-9,-9,244.5,0,2140.5,6910,355,0.0024791,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,ETH,1941,1941,0,0,-9,-9,-9,0,2,15513,177,0.0028083,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,AUL,1939,1945,0,0,-9,982946.5714,348.1428571,1538.142857,19013,7176.428571,3483.857143,0.009925786,USR,1939,1939,0,0,-9,5984123,1789,17564,181115,170315,35124,0.1381359,
258,1939,1945,1,2,2335,2335,23,10,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,HUN,1941,1945,0,0,-9,157259,62.8,633,7738.4,9340.6,1369.2,0.00487234,
258,1939,1945,1,2,2335,2335,23,10,UKG,1939,1945,0,0,-9,13033781.57,3034.142857,12838.14286,224052.1429,48513,18592.28571,0.092298057,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,YUG,1941,1941,0,0,-9,179324,150,211,3160,15724,796,0.0043765,BUL,1941,1944,0,0,-9,-9,105.75,0,1534,6795,344.5,0.002136425,
