dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
4290,2001,2001,5,3,2,2,1,1,TUR,2001,2001,1,2,0,7219000,515,14981,115138,68365,21539,0.0135269,IRN,2001,2001,0,0,0,4698000,513,6916,240273,65301,28240,0.0133085,
4296,2001,2001,5,3,1,1,1,1,AUL,2001,2001,0,0,0,6752000,51,7033,183942,19413,14414,0.0069085,NOR,2001,2001,1,2,0,2967000,27,640,47992,4514,1005,0.0016667,
4300,2001,2001,5,3,130,130,1,1,GUI,2001,2001,1,2,0,45000,10,0,3721,7429,937,0.0004143,SIE,2001,2001,0,0,0,12000,6,0,1695,5054,786,0.000275,
4301,2001,2001,7,4,31,1,1,1,SIE,2001,2001,1,4,0,12000,6,0,1695,5054,786,0.000275,LBR,2001,2001,0,4,0,24000,15,0,1560,3155,681,0.0002885,
4303,2001,2001,8,4,319,319,1,1,ANG,2001,2001,1,2,0,1470000,130,9,8730,12883,2734,0.0020319,ZAM,2001,2001,0,0,0,27000,22,0,8056,10089,2465,0.0007593,
4305,2001,2001,5,3,1,1,1,1,UGA,2001,2001,0,0,0,126000,55,30,11139,23310,1272,0.001348,SUD,2001,2001,0,0,0,588000,117,0,19186,31627,6896,0.0027332,
4306,2001,2001,5,3,6,6,1,1,CEN,2001,2001,1,1,0,15000,3,0,637,3820,791,0.0002061,CAO,2001,2001,0,0,0,120000,22,0,8557,15731,2714,0.0009584,
4310,2001,2001,5,3,219,219,1,1,UGA,2001,2001,0,0,0,126000,55,30,11139,23310,1272,0.001348,RWA,2001,2001,0,0,0,98000,70,0,1589,7740,375,0.0008517,
4313,2001,2001,8,3,2,2,1,1,IND,2001,2001,1,2,0,14167000,1263,27291,757665,1034931,172410,0.0697572,BNG,2001,2001,0,0,0,639000,137,0,26697,131000,18218,0.0066674,
4314,2001,2001,5,3,79,79,1,1,MYA,2001,2001,0,0,0,1088000,344,25,16939,51138,8432,0.005328,THI,2001,2001,1,2,0,18319000,306,2127,134427,62914,11087,0.0106502,
4317,2001,2001,8,4,162,132,1,1,IRN,2001,2001,1,4,2,4698000,513,6916,240273,65301,28240,0.0133085,AZE,2001,2001,0,0,0,833000,72,8,23311,8111,2408,0.0014369,
4325,2001,2003,5,3,680,680,1,1,TUR,2001,2003,1,2,0,8096333.333,515,16582,119266.6667,66441.66667,24055.66667,0.0141358,IRQ,2001,2003,0,0,0,457327.3333,400.6666667,0,47178,25337,13493.33333,0.0065759,
4345,2002,2002,5,3,355,355,1,1,ETH,2002,2002,1,3,0,338000,252,0,28612,69948,2476,0.004551,SOM,2002,2002,0,0,0,-9,-9,0,3358,7826,1667,0.0006301,
4346,2002,2002,6,1,13,13,1,1,ETH,2002,2002,0,0,0,338000,252,0,28612,69948,2476,0.004551,KEN,2002,2002,0,0,0,214000,24,20,9590,33001,3117,0.0015505,
4347,2002,2002,5,3,188,188,1,1,RWA,2002,2002,1,2,4,63000,70,0,1591,8988,753,0.0009177,DRC,2002,2002,0,0,0,-9,81,30,21562,49517,11817,0.0041517,
4348,2002,2002,8,-9,128,128,1,1,SIE,2002,2002,1,2,0,27000,13,0,1706,4493,727,0.0003256,LBR,2002,2002,0,0,0,1000,15,0,1625,3071,1042,0.0003312,
4349,2002,2002,5,3,214,214,1,1,SUD,2002,2002,1,2,0,388000,117,0,20856,29186,4412,0.002494,ERI,2002,2002,1,3,0,151000,172,0,625,4282,501,0.0016026,
4350,2002,2002,5,3,1,1,1,1,UGA,2002,2002,0,0,0,165000,55,30,11336,25943,1180,0.0014231,KEN,2002,2002,0,0,0,214000,24,20,9590,33001,3117,0.0015505,
4351,2002,2002,5,3,1,1,1,1,SEN,2002,2002,0,0,0,69000,9,0,3148,10390,2183,0.0006266,GAM,2002,2002,0,0,0,3000,1,0,214,1307,350,8.26E-05,
4352,2002,2002,2,2,8,8,1,1,MOR,2002,2002,1,1,0,1545000,196,5,18646,29311,9280,0.0038476,SPN,2002,2002,0,0,0,9019000,178,16408,183922,41347,14203,0.0107764,
4353,2002,2002,5,3,1,1,1,1,TAZ,2002,2002,0,0,0,143000,27,0,17958,35806,3512,0.0017651,BUI,2002,2002,0,0,0,61000,46,0,2559,7038,353,0.0006385,
4354,2002,2002,5,3,1,1,1,1,UKG,2002,2002,1,2,0,38141000,210,11667,362691,59432,25594,0.0192999,ZIM,2002,2002,0,0,0,920000,26,105,11138,12641,2431,0.0011185,
4355,2002,2002,5,3,1,1,1,1,ETH,2002,2002,0,0,0,338000,252,0,28612,69948,2476,0.004551,ERI,2002,2002,0,0,0,151000,172,0,625,4282,501,0.0016026,
4356,2002,2003,5,3,392,392,1,2,RWA,2002,2003,1,2,0,66000,60.5,0,1591,9057,772.5,0.000842,DRC,2002,2003,0,0,0,59495.5,89.5,30,23384.5,50244.5,12066,0.0039205,
4356,2002,2003,5,3,392,392,1,2,RWA,2002,2003,1,2,0,66000,60.5,0,1591,9057,772.5,0.000842,UGA,2003,2003,1,2,0,158000,60,30,11546,26838,1225,0.0014729,
4357,2002,2002,5,3,1,1,1,1,ANG,2002,2002,0,0,0,1000000,100,0,9312,14887,3575,0.0018769,DRC,2002,2002,0,0,0,-9,81,30,21562,49517,11817,0.0041517,
4358,2002,2003,5,3,52,52,1,1,LBR,2002,2003,1,2,0,1000,15,0,1658.5,3097.5,1103,0.0003365,CDI,2002,2003,0,0,0,178500,17,0,12317,16792.5,3804,0.00113965,
4359,2002,2003,5,3,183,183,1,1,LIB,2002,2003,1,3,0,504500,76,946.5,34903,5381.5,1960,0.0015931,DRC,2002,2003,0,0,0,59495.5,89.5,30,23384.5,50244.5,12066,0.0039205,
4409,2002,2002,5,3,1,1,1,1,IRN,2002,2002,1,2,0,3077000,520,7321,248506,67727,22305,0.0130174,AZE,2002,2002,0,0,0,900000,72,125,23473,8280,2132,0.0014796,
4410,2002,2002,5,3,2,2,1,2,TUR,2002,2002,1,1,0,8034000,515,16467,117523,65022,24595,0.014344,GRC,2002,2002,0,0,0,4571000,178,1835,64763,11026,3970,0.0040685,
4410,2002,2002,5,3,2,2,1,2,TUR,2002,2002,1,1,0,8034000,515,16467,117523,65022,24595,0.014344,CYP,2002,2002,0,0,0,246000,10,0,2080,980,0,0.0001767,
4411,2002,2002,5,3,1,1,1,1,RUS,2002,2002,1,2,0,50800000,988,59777,1083957,145521,50475,0.049657,AZE,2002,2002,0,0,0,900000,72,125,23473,8280,2132,0.0014796,
4412,2002,2002,6,1,1,1,1,1,MAC,2002,2002,0,0,0,125000,12,260,4749,2074,466,0.0003252,ALB,2002,2002,0,0,0,59000,27,140,1692,3264,352,0.0003992,
4413,2002,2002,5,3,1,1,1,1,CRO,2002,2002,1,2,0,553000,51,34,14191,4426,691,0.0008712,SLV,2002,2002,0,0,0,275000,9,481,5671,1990,0,0.0003288,
4414,2002,2010,5,3,3026,3026,1,1,ARM,2002,2010,1,1,0,448222.2222,45.22222222,0,2930.555556,3002.777778,1082.888889,0.000644178,AZE,2002,2010,0,0,0,1049444.444,67.22222222,199.4444444,25756.22222,8674.666667,2355.222222,0.0014091,
4415,2002,2002,5,3,1,1,1,1,TUR,2002,2002,1,1,0,8034000,515,16467,117523,65022,24595,0.014344,GRC,2002,2002,0,0,0,4571000,178,1835,64763,11026,3970,0.0040685,
4444,2002,2002,5,3,203,203,1,1,TAW,2002,2002,1,2,0,7589000,370,18230,15964,22521,6667,0.009284,CHN,2002,2002,0,0,0,68963000,2270,182249,2023332,1295322,294634,0.152607,
4445,2002,2002,5,3,1,1,1,1,CHN,2002,2002,1,2,0,68963000,2270,182249,2023332,1295322,294634,0.152607,JPN,2002,2002,0,0,0,39200000,240,107745,692523,126249,80676,0.0486104,
4446,2002,2002,5,3,6,6,1,1,CHN,2002,2002,0,0,0,68963000,2270,182249,2023332,1295322,294634,0.152607,DRV,2002,2002,0,0,0,2226000,484,409,39701,82548,8800,0.0079932,
4447,2002,2002,5,3,1,1,1,1,CHN,2002,2002,1,2,0,68963000,2270,182249,2023332,1295322,294634,0.152607,ROK,2002,2002,0,0,0,13081000,686,45390,301256,46394,30826,0.0241815,
4448,2002,2002,-9,-9,185,185,1,1,PHI,2002,2002,1,2,0,1367000,106,550,36474,80954,15011,0.0053533,CHN,2002,2002,0,0,0,68963000,2270,182249,2023332,1295322,294634,0.152607,
4449,2002,2002,5,3,1,1,1,1,JPN,2002,2002,1,2,0,39200000,240,107745,692523,126249,80676,0.0486104,PRK,2002,2002,0,0,0,-9,1082,300,29179,23248,4684,0.012353,
4450,2002,2002,5,3,1,1,1,1,CHN,2002,2002,0,1,2,68963000,2270,182249,2023332,1295322,294634,0.152607,USA,2002,2002,0,0,0,348555000,1414,91587,3227356,290270,157321,0.1537646,
4451,2002,2002,7,3,2,2,2,1,SPN,2002,2002,0,0,0,9019000,178,16408,183922,41347,14203,0.0107764,PRK,2002,2002,0,0,0,-9,1082,300,29179,23248,4684,0.012353,
4451,2002,2002,7,3,2,2,2,1,USA,2002,2002,0,0,0,348555000,1414,91587,3227356,290270,157321,0.1537646,PRK,2002,2002,0,0,0,-9,1082,300,29179,23248,4684,0.012353,
4494,2002,2002,5,3,1,1,1,1,ARG,2002,2002,1,2,0,1466000,69,4356,98823,37628,20646,0.0058882,RUS,2002,2002,0,0,0,50800000,988,59777,1083957,145521,50475,0.049657,
4509,2002,2002,5,3,1,1,1,1,SAU,2002,2002,0,0,0,18502000,200,3570,270304,21825,11357,0.0105053,ISR,2002,2002,0,0,0,9677000,161,280,31905,6239,4992,0.0042322,
4510,2002,2003,5,3,213,213,1,1,IRN,2002,2003,0,0,0,3674000,530,7595,252137.5,68135,22685,0.0131472,IRQ,2002,2003,0,0,0,-9,389,0,47429.5,25599,11514.5,0.0066596,
4552,2002,2005,5,3,1228,1228,2,1,PAK,2002,2005,1,2,0,3305250,619.75,985,83890,153809,31466.25,0.013834725,USA,2002,2005,1,2,0,426177250,1441.25,94960.5,3251502.5,294201.5,160899,0.153432825,
4552,2002,2005,5,3,1228,1228,2,1,PAK,2002,2005,1,2,0,3305250,619.75,985,83890,153809,31466.25,0.013834725,AFG,2002,2005,1,2,0,28993.25,45.25,0,859,23549.75,3126.25,0.001518125,
4553,2002,2002,5,3,262,262,1,1,MYA,2002,2002,1,2,0,5632000,444,25,17472,49261,5217,0.0067365,THI,2002,2002,1,2,0,1832000,306,2538,141504,63798,7479,0.0073315,
4554,2002,2002,5,3,1,1,1,1,BNG,2002,2002,0,0,0,607000,137,0,27466,137006,17553,0.0070227,IND,2002,2002,1,1,0,13749000,1298,28814,783427,1076706,163082,0.0728211,
4555,2002,2007,5,3,1650,1650,1,1,IND,2002,2007,1,2,0,19957500,1319,40319.5,893212.1667,1118441.167,176375,0.074842417,BNG,2002,2007,1,2,0,809000,128,0,31529.66667,141981.3333,19274.5,0.007051383,
4360,2003,2003,7,3,6,6,1,1,SUD,2003,2003,0,0,0,392000,104,0,21092,29974,4834,0.0024168,RUS,2003,2003,0,0,0,65200000,961,61450,1119895,144880,50680,0.0497054,
4361,2003,2003,5,3,1,1,1,1,ALG,2003,2003,0,0,0,2206000,127,1051,82367,33003,3794,0.0036894,MLI,2003,2003,0,0,0,81000,7,0,1657,11220,1337,0.0005199,
4362,2003,2003,5,3,27,27,1,1,ETH,2003,2003,1,1,0,299000,164,0,29088,71990,2528,0.0038446,ERI,2003,2003,0,0,0,147000,202,0,645,4473,519,0.0018541,
4363,2003,2003,5,3,1,1,1,1,ETH,2003,2003,0,0,0,299000,164,0,29088,71990,2528,0.0038446,KEN,2003,2003,0,0,0,247000,24,20,9658,33905,3233,0.0015636,
4364,2003,2003,5,3,1,1,1,1,MLI,2003,2003,0,0,0,81000,7,0,1657,11220,1337,0.0005199,MAA,2003,2003,0,0,0,19000,16,0,546,2966,618,0.000281,
4416,2003,2003,5,3,1,1,1,1,RUS,2003,2003,1,2,0,65200000,961,61450,1119895,144880,50680,0.0497054,GRG,2003,2003,0,0,0,350000,18,0,3248,4565,1089,0.00047,
4417,2003,2003,5,3,1,1,1,1,DEN,2003,2003,0,0,0,3208000,23,0,34617,5383,1103,0.0013278,RUS,2003,2003,0,0,0,65200000,961,61450,1119895,144880,50680,0.0497054,
4418,2003,2003,5,3,1,1,1,1,IRN,2003,2003,0,0,0,4271000,540,7869,255769,68543,23065,0.013277,AZE,2003,2003,1,2,0,950000,66,250,24061,8370,2145,0.0014274,
4419,2003,2004,5,3,215,155,1,1,MLD,2003,2004,1,1,0,162500,7,931,2253,3862,593,0.00041905,UKR,2003,2004,0,0,0,5750000,269,37835,231097.5,47628.5,12273.5,0.014139,
4420,2003,2003,5,3,1,1,1,1,RUS,2003,2003,1,2,0,65200000,961,61450,1119895,144880,50680,0.0497054,GRG,2003,2003,0,0,0,350000,18,0,3248,4565,1089,0.00047,
4452,2003,2003,5,3,1,1,1,1,INS,2003,2003,1,2,0,7229000,302,2042,205792,218146,29008,0.0148465,PNG,2003,2003,0,0,0,19000,3,0,2348,5803,0,0.0002046,
4453,2003,2003,5,3,1,1,1,1,INS,2003,2003,1,2,0,7229000,302,2042,205792,218146,29008,0.0148465,PHI,2003,2003,0,0,0,840000,106,500,36340,82605,15301,0.0052075,
4454,2003,2003,5,3,1,1,1,1,JPN,2003,2003,1,2,0,42835000,240,110511,711061,126524,81263,0.0469896,TAW,2003,2003,0,0,0,6632000,290,18832,16483,22605,6700,0.0081508,
4455,2003,2003,5,3,215,215,1,1,USA,2003,2003,1,2,0,404920000,1427,93677,3243291,292883,159669,0.1519185,PRK,2003,2003,1,2,0,-9,1082,300,29907,23449,4688,0.0123697,
4456,2003,2003,5,3,97,97,1,1,JPN,2003,2003,1,2,0,42835000,240,110511,711061,126524,81263,0.0469896,PRK,2003,2003,0,0,0,-9,1082,300,29907,23449,4688,0.0123697,
4457,2003,2004,5,3,460,460,1,1,JPN,2003,2004,1,2,0,43993500,240,111614.5,717934.5,126648.5,81570,0.0459986,CHN,2003,2004,0,0,0,79901500,2251.5,247567,2660131,1306612,313415.5,0.1641279,
4458,2003,2003,5,3,1,1,1,1,CHN,2003,2003,0,0,0,75500000,2250,222336,2458728,1302810,307049,0.1601365,IND,2003,2003,0,0,0,15508000,1325,31779,819389,1093787,167555,0.0732545,
4459,2003,2003,-9,-9,185,185,1,1,SPN,2003,2003,0,0,0,10883000,151,16286,188117,42016,14371,0.0103428,ROK,2003,2003,0,0,0,14632000,686,46310,304767,46592,31029,0.023525,
4460,2003,2003,5,3,1,1,1,1,USA,2003,2003,0,0,0,404920000,1427,93677,3243291,292883,159669,0.1519185,INS,2003,2003,0,0,0,7229000,302,2042,205792,218146,29008,0.0148465,
4461,2003,2003,5,3,1,1,1,1,TAW,2003,2003,1,2,0,6632000,290,18832,16483,22605,6700,0.0081508,PHI,2003,2003,0,0,0,840000,106,500,36340,82605,15301,0.0052075,
4462,2003,2004,5,3,273,273,1,1,TAW,2003,2004,1,2,0,7075500,290,19215.5,16751,22647,6716.5,0.0080829,CHN,2003,2004,1,2,0,79901500,2251.5,247567,2660131,1306612,313415.5,0.1641279,
4463,2003,2003,5,3,1,1,1,1,CHN,2003,2003,0,0,0,75500000,2250,222336,2458728,1302810,307049,0.1601365,PRK,2003,2003,0,0,0,-9,1082,300,29907,23449,4688,0.0123697,
4464,2003,2003,5,3,1,1,1,1,DRV,2003,2003,1,2,0,2313000,484,544,43238,83353,9167,0.0080121,CHN,2003,2003,0,0,0,75500000,2250,222336,2458728,1302810,307049,0.1601365,
4495,2003,2003,5,3,31,1,1,1,VEN,2003,2003,1,2,0,1283000,82,3930,140339,25797,10647,0.0047743,COL,2003,2003,0,0,0,3234000,200,668,46920,41872,18669,0.0057811,
4496,2003,2003,5,3,1,1,1,1,BRA,2003,2003,0,0,0,9148000,288,31147,253190,181753,79901,0.0247924,PER,2003,2003,0,0,0,884000,100,669,18195,27073,11195,0.0031253,
4511,2003,2003,5,3,1,1,1,1,ISR,2003,2003,0,0,0,10325000,167,280,33360,6349,5086,0.0041453,SYR,2003,2003,0,0,0,1459000,319,70,32708,17298,6955,0.0043665,
4512,2003,2003,-9,-9,286,286,2,1,USA,2003,2003,0,0,0,404920000,1427,93677,3243291,292883,159669,0.1519185,IRN,2003,2003,0,0,0,4271000,540,7869,255769,68543,23065,0.013277,
4512,2003,2003,-9,-9,286,286,2,1,UKG,2003,2003,0,0,0,43311000,213,13268,367800,59698,25823,0.0191593,IRN,2003,2003,0,0,0,4271000,540,7869,255769,68543,23065,0.013277,
4513,2003,2003,5,3,23,23,1,1,ISR,2003,2003,0,0,0,10325000,167,280,33360,6349,5086,0.0041453,IRQ,2003,2003,0,0,0,-9,389,0,45829,25960,11673,0.0066403,
4514,2003,2003,5,3,3,3,1,1,IRN,2003,2003,1,2,0,4271000,540,7869,255769,68543,23065,0.013277,IRQ,2003,2003,0,0,0,-9,389,0,45829,25960,11673,0.0066403,
4515,2003,2003,5,3,1,1,1,1,ISR,2003,2003,1,2,0,10325000,167,280,33360,6349,5086,0.0041453,SWZ,2003,2003,0,0,0,3486000,28,1000,19727,7289,2747,0.0016512,
4516,2003,2003,7,1,2,2,1,1,USA,2003,2003,0,0,0,404920000,1427,93677,3243291,292883,159669,0.1519185,TUR,2003,2003,0,0,0,9036000,515,18298,125139,65938,26033,0.0145365,
4517,2003,2003,5,3,90,90,1,1,ISR,2003,2003,1,2,0,10325000,167,280,33360,6349,5086,0.0041453,SYR,2003,2003,0,0,0,1459000,319,70,32708,17298,6955,0.0043665,
4556,2003,2003,5,3,31,1,1,1,MAL,2003,2003,1,1,2,2882000,104,3960,101911,24891,7273,0.0044567,SIN,2003,2003,0,0,0,4741000,72,561,68321,4255,4255,0.002718,
4557,2003,2003,5,3,1,1,1,1,MYA,2003,2003,0,0,0,6260000,488,25,18129,49577,5334,0.0070645,THI,2003,2003,0,0,0,1931000,314,3551,149451,64488,7711,0.0075253,
4558,2003,2003,5,3,1,1,1,1,MYA,2003,2003,1,2,0,6260000,488,25,18129,49577,5334,0.0070645,THI,2003,2003,0,0,0,1931000,314,3551,149451,64488,7711,0.0075253,
4365,2004,2004,5,3,1,1,1,1,RWA,2004,2004,0,0,0,45000,51,0,1595,9254,824,0.0007652,BUI,2004,2004,0,0,0,43000,50,0,2652,7511,388,0.0006783,
4366,2004,2004,5,3,238,238,2,1,RWA,2004,2004,1,2,0,45000,51,0,1595,9254,824,0.0007652,DRC,2004,2004,1,2,0,194000,81,30,26174,52487,12836,0.003604,
4366,2004,2004,5,3,238,238,2,1,BUI,2004,2004,1,2,0,43000,50,0,2652,7511,388,0.0006783,DRC,2004,2004,1,2,0,194000,81,30,26174,52487,12836,0.003604,
4367,2004,2005,5,3,277,277,1,2,SUD,2004,2005,0,0,0,797500,104.5,0,21571,31182.5,5034,0.0024952,CHA,2004,2005,1,2,0,51500,30,0,2141,9839.5,838,0.00061315,
4367,2004,2005,5,3,277,277,1,2,SUD,2004,2005,0,0,0,797500,104.5,0,21571,31182.5,5034,0.0024952,FRN,2004,2005,1,2,0,52942500,256,20125.5,281801.5,61224,21804,0.01960915,
4368,2004,2004,5,3,1,1,1,1,ZAM,2004,2004,0,0,0,40000,17,0,8753,11175,2106,0.0007329,DRC,2004,2004,0,0,0,194000,81,30,26174,52487,12836,0.003604,
4369,2004,2004,5,3,1,1,1,1,KEN,2004,2004,1,2,0,252000,24,20,10221,34835,3354,0.0015795,ETH,2004,2004,0,0,0,291000,173,0,29588,74066,2581,0.003943,
4370,2004,2005,5,3,183,183,1,1,ERI,2004,2005,1,2,0,69500,202,0,624.5,4760,548,0.0018622,SUD,2004,2005,0,0,0,797500,104.5,0,21571,31182.5,5034,0.0024952,
4371,2004,2005,5,3,182,182,1,2,CDI,2004,2005,1,2,0,218500,17,0,18075,17269,4053,0.00119415,USA,2004,2004,0,0,0,455908000,1450,99681,3267987,295487,162073,0.1515293,
4371,2004,2005,5,3,182,182,1,2,CDI,2004,2005,1,2,0,218500,17,0,18075,17269,4053,0.00119415,FRN,2004,2005,1,2,0,52942500,256,20125.5,281801.5,61224,21804,0.01960915,
4372,2004,2004,5,3,3,3,1,1,UGA,2004,2004,1,2,0,192000,53,30,11756,27767,1272,0.0014345,RWA,2004,2004,0,0,0,45000,51,0,1595,9254,824,0.0007652,
4421,2004,2004,5,3,1,1,1,1,UZB,2004,2004,0,0,0,2400000,54,602,83047,25784,3290,0.0027135,TAJ,2004,2004,0,0,0,160000,7,0,3033,6664,615,0.000346,
4422,2004,2004,5,3,127,127,1,1,GRG,2004,2004,0,0,0,365000,15,0,3657,4515,1095,0.0004406,RUS,2004,2004,1,2,0,61500000,999,65583,1131021,144331,50920,0.0476593,
4423,2004,2005,5,3,161,161,1,1,TUR,2004,2005,1,1,2,9859000,515,20721.5,134073.5,67294.5,27378.5,0.0146087,GRC,2004,2005,1,1,2,6326500,167.5,2116.5,66893.5,11038.5,3934,0.0039797,
4465,2004,2004,5,3,215,215,1,1,USA,2004,2004,1,2,0,455908000,1450,99681,3267987,295487,162073,0.1515293,PRK,2004,2004,0,0,0,-9,1094,300,30616,23639,4691,0.012528,
4466,2004,2004,5,3,1,1,1,1,CHN,2004,2004,0,0,0,84303000,2253,272798,2861534,1310414,319782,0.1681193,PRK,2004,2004,0,0,0,-9,1094,300,30616,23639,4691,0.012528,
4467,2004,2004,3,3,1,1,1,1,CHN,2004,2004,0,0,0,84303000,2253,272798,2861534,1310414,319782,0.1681193,JPN,2004,2004,0,0,0,45152000,240,112718,724808,126773,81877,0.0450076,
4497,2004,2004,5,3,1,1,1,1,DOM,2004,2004,0,0,0,128000,25,0,6104,9207,2757,0.0007995,HAI,2004,2004,0,0,0,-9,-9,0,2398,9130,2067,0.0007009,
4518,2004,2004,5,3,47,17,1,1,USA,2004,2004,1,2,0,455908000,1450,99681,3267987,295487,162073,0.1515293,SYR,2004,2004,0,0,0,1448000,313,70,30309,17676,7202,0.0042808,
4519,2004,2004,2,3,1,1,1,1,IRN,2004,2004,0,0,0,5604000,480,8682,275242,69342,23538,0.0130136,USA,2004,2004,0,0,0,455908000,1450,99681,3267987,295487,162073,0.1515293,
4520,2004,2004,5,3,1,1,1,1,TUR,2004,2004,0,0,0,9390000,515,20478,127868,66846,26920,0.0145388,SYR,2004,2004,0,0,0,1448000,313,70,30309,17676,7202,0.0042808,
4521,2004,2004,7,1,29,29,1,1,UAE,2004,2004,1,2,0,2589000,50,90,102817,3659,2725,0.0021913,IRN,2004,2004,1,2,0,5604000,480,8682,275242,69342,23538,0.0130136,
4522,2004,2004,8,-9,184,184,1,1,QAT,2004,2004,1,2,0,2060000,12,1089,46894,720,348,0.001092,IRN,2004,2004,0,0,0,5604000,480,8682,275242,69342,23538,0.0130136,
4523,2004,2005,5,3,206,206,1,1,IRN,2004,2005,0,0,0,6439500,450,9043,284065.5,69747,23778.5,0.0129551,IRQ,2004,2005,0,0,0,-9,232,0,44865,27025.5,12034,0.00508085,
4524,2004,2005,5,3,136,136,1,1,USA,2004,2005,1,2,0,475617000,1462,97289,3267681.5,296826.5,163303,0.1540241,IRN,2004,2005,0,0,0,6439500,450,9043,284065.5,69747,23778.5,0.0129551,
4525,2004,2004,5,3,7,7,1,1,TUR,2004,2004,1,2,0,9390000,515,20478,127868,66846,26920,0.0145388,IRN,2004,2004,0,0,0,5604000,480,8682,275242,69342,23538,0.0130136,
4526,2004,2004,5,3,1,1,1,1,ISR,2004,2004,0,0,0,9661000,168,280,33379,6468,5168,0.0038786,EGY,2004,2004,0,0,0,3589000,459,4810,107459,70591,21661,0.0101249,
4549,2004,2004,5,3,31,1,1,1,DEN,2004,2004,1,1,0,3588000,22,0,32252,5399,1115,0.0012848,CAN,2004,2004,0,1,0,11501000,57,16305,372133,31914,18389,0.0110732,
4559,2004,2004,5,3,301,301,1,1,MAL,2004,2004,0,0,0,2742000,107,5698,104604,25365,7492,0.0046218,THI,2004,2004,0,0,0,1954000,310,4533,159354,65087,7954,0.0076116,
4560,2004,2004,5,3,1,1,1,1,INS,2004,2004,1,2,0,7730000,302,3682,213378,221294,29484,0.0150144,THI,2004,2004,0,0,0,1954000,310,4533,159354,65087,7954,0.0076116,
4561,2004,2004,5,3,1,1,1,1,IND,2004,2004,0,0,0,19821000,1325,32626,863524,1110626,173383,0.0736726,PAK,2004,2004,0,0,0,3338000,620,1145,89139,155151,31743,0.013862,
4562,2004,2004,5,3,1,1,1,1,MYA,2004,2004,1,2,0,5265000,458,25,19708,49875,5454,0.0065946,THI,2004,2004,0,0,0,1954000,310,4533,159354,65087,7954,0.0076116,
4563,2004,2005,-9,-9,345,345,1,1,NEP,2004,2005,0,0,0,143500,67.5,0,4731,25107,777.5,0.0013507,IND,2004,2005,1,2,0,20773500,1325,39203,883246.5,1118885,176237.5,0.07481035,
4564,2004,2005,5,3,195,195,1,1,MYA,2004,2005,1,2,0,6104500,443,25,19681.5,50028,5665.5,0.0066266,THI,2004,2005,0,0,0,2014500,308.5,4847,162271,65323,8231,0.00765725,
4565,2004,2004,5,3,1,1,1,1,IND,2004,2004,0,0,0,19821000,1325,32626,863524,1110626,173383,0.0736726,MYA,2004,2004,0,0,0,5265000,458,25,19708,49875,5454,0.0065946,
4373,2005,2005,5,3,73,73,1,1,KEN,2005,2005,0,0,0,388000,24,20,11802,35786,3478,0.0016312,SOM,2005,2005,0,0,0,-9,0,0,3753,8467,2205,0.0005612,
4374,2005,2005,5,3,49,49,1,1,ETH,2005,2005,0,0,0,300000,183,0,30095,76167,2634,0.0040632,KEN,2005,2005,1,2,0,388000,24,20,11802,35786,3478,0.0016312,
4375,2005,2005,5,3,36,36,1,1,ETH,2005,2005,1,1,0,300000,183,0,30095,76167,2634,0.0040632,ERI,2005,2005,1,1,0,65000,202,0,636,4854,558,0.001869,
4376,2005,2005,5,3,1,1,1,1,ETH,2005,2005,0,0,0,300000,183,0,30095,76167,2634,0.0040632,SOM,2005,2005,0,0,0,-9,0,0,3753,8467,2205,0.0005612,
4377,2005,2005,5,3,1,1,1,1,ANG,2005,2005,0,0,0,1189000,108,0,9851,16544,4284,0.0020119,DRC,2005,2005,0,0,0,150000,65,30,27070,54028,13684,0.0035423,
4378,2005,2005,5,3,1,1,1,1,TOG,2005,2005,0,0,0,33000,9,0,2910,5540,723,0.00032,GHA,2005,2005,0,0,0,76000,7,25,8579,21384,3794,0.0010733,
4379,2005,2005,5,3,1,1,1,1,ERI,2005,2005,0,0,0,65000,202,0,636,4854,558,0.001869,YEM,2005,2005,0,0,0,584000,67,0,7548,20140,3253,0.00155,
4380,2005,2005,5,3,1,1,1,1,CAO,2005,2005,1,1,0,222000,23,0,9769,18138,3657,0.0011392,NIG,2005,2005,0,0,0,854000,79,100,87816,139586,29155,0.0080583,
4381,2005,2005,5,3,1,1,1,1,UGA,2005,2005,1,2,0,196000,45,30,11933,28725,1320,0.0013876,DRC,2005,2005,0,0,0,150000,65,30,27070,54028,13684,0.0035423,
4382,2005,2005,5,3,1,1,1,1,FRN,2005,2005,0,0,0,53181000,255,19481,282745,61445,21871,0.0194705,CDI,2005,2005,0,0,0,249000,17,0,18786,17394,4117,0.0012055,
4383,2005,2005,5,3,1,1,1,1,ETH,2005,2005,1,1,0,300000,183,0,30095,76167,2634,0.0040632,ERI,2005,2005,0,0,0,65000,202,0,636,4854,558,0.001869,
4384,2005,2006,5,3,286,286,1,1,CHA,2005,2006,1,2,0,57500,30,0,2181.5,10185.5,871,0.00062215,SUD,2005,2006,0,0,0,584495.5,105,0,22076,31992,5172,0.0027237,
