dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
4022,1993,1999,5,3,2129,2129,1,5,731,1993,1999,1,1,2,4030000,1071.428571,1728.571429,72764.28571,22508.42857,7949,0.011497543,740,1994,1999,0,0,0,43686000,244.6666667,98503.5,668512.8333,125805.8333,75501,0.0514677,
4022,1993,1999,5,3,2129,2129,1,5,731,1993,1999,1,1,2,4030000,1071.428571,1728.571429,72764.28571,22508.42857,7949,0.011497543,20,1994,1994,0,0,0,9695000,75,13897,304045,29036,11149,0.0116473,
4022,1993,1999,5,3,2129,2129,1,5,731,1993,1999,1,1,2,4030000,1071.428571,1728.571429,72764.28571,22508.42857,7949,0.011497543,2,1993,1999,0,0,0,284867857.1,1605.714286,95047.57143,3048309.429,266417.1429,67946.28571,0.143092671,
4022,1993,1999,5,3,2129,2129,1,5,731,1993,1999,1,1,2,4030000,1071.428571,1728.571429,72764.28571,22508.42857,7949,0.011497543,900,1994,1994,0,0,0,7300000,65,8424,153519,17855,12931,0.0078339,
4024,1994,1994,5,3,13,13,1,1,713,1994,1994,0,0,0,11457000,425,11594,13568,21126,12132,0.0102586,840,1994,1994,1,1,0,1117000,104,473,29835,68624,14885,0.0052233,
4026,1996,1996,5,3,3,3,1,1,740,1996,1996,0,0,0,45502000,250,98801,669989,125761,75103,0.0521298,713,1996,1996,1,1,0,13868000,400,12416,14911,21471,12545,0.0105688,
4027,1995,1995,5,3,133,103,1,1,710,1995,1995,1,1,0,32929000,2930,95360,1779017,1220224,330560,0.1429278,840,1995,1995,1,1,0,1361000,104,923,35643,70267,15501,0.0054384,
4028,1996,1997,5,3,297,267,1,1,840,1996,1997,1,1,0,1471000,104,950,38204,72713,17383,0.00557035,710,1996,1997,1,1,0,36363500,2625,105074,1840945,1237910.5,407928,0.1478578,
4029,1993,1993,5,3,31,1,1,1,710,1993,1993,1,1,0,27400000,3030,89539,1568944,1196167,227403,0.1317843,816,1993,1993,0,0,0,358000,857,270,24440,70982,8218,0.0095805,
4030,1994,1994,5,3,123,63,1,1,710,1994,1994,1,1,0,28945000,2930,92613,1658864,1208278,278981,0.1370905,816,1994,1994,1,1,0,992000,700,301,24413,72510,8526,0.0087248,
4031,1995,1995,1,1,41,41,1,1,20,1995,1995,0,0,0,9126000,70,14415,309058,29354,11381,0.0114204,230,1995,1995,1,2,0,8652000,210,13802,148486,39210,14843,0.01092,
4032,1993,1993,4,4,1,1,1,1,490,1993,1993,0,0,0,245000,40,30,17687,42276,8866,0.0029308,211,1993,1993,0,0,0,4000000,70,10176,76038,10084,1466,0.0051837,
4035,1994,1994,5,3,167,138,1,1,710,1994,1994,1,2,1,28945000,2930,92613,1658864,1208278,278981,0.1370905,713,1994,1994,0,0,0,11457000,425,11594,13568,21126,12132,0.0102586,
4038,1993,1993,5,3,80,80,1,1,640,1993,1993,1,1,0,7075000,686,9061,86315,59491,22526,0.0141269,352,1993,1993,0,0,0,489000,10,0,1472,718,316,0.0002602,
4039,1993,1993,5,3,1,1,1,1,352,1993,1993,0,0,0,489000,10,0,1472,718,316,0.0002602,640,1993,1993,1,1,0,7075000,686,9061,86315,59491,22526,0.0141269,
4040,1994,1995,5,3,366,366,1,1,640,1994,1995,1,2,0,5603000,808,12903.5,91617,61110,22468.5,0.0153354,350,1994,1995,0,0,0,4178000,209.5,893.5,50565.5,10440,2066,0.0037185,
4041,1994,1994,5,3,152,152,1,1,350,1994,1994,1,2,0,3300000,206,848,50052,10426,2067,0.0035147,339,1994,1994,0,0,0,97500,65,19,1289,3547,290,0.0006439,
4042,1993,1995,5,3,674,645,1,1,365,1993,1995,0,0,0,69271000,1433.333333,51467,1147963.333,147962.6667,67067.66667,0.062654833,740,1993,1995,1,1,0,46196000,238.3333333,99845,644052,125159.6667,74427.66667,0.054482967,
4043,1993,1994,5,3,410,410,1,1,339,1993,1994,1,2,0,101250,65,19,1454,3516,284,0.0006426,345,1993,1994,0,0,0,1489495.5,115,160,22934,10499,3022.5,0.0022861,
4045,1995,1995,5,3,6,6,1,1,345,1995,1995,0,0,0,3111000,130,182,23951,10547,3663,0.0026116,339,1995,1995,0,0,0,89000,52,22,1485,3609,301,0.000556,
4046,1994,1994,5,3,52,52,1,2,345,1994,1994,1,1,0,2979000,130,139,22450,10516,3236,0.0025394,343,1994,1994,0,0,0,35741,10,67,4032,2137,430,0.0002577,
4046,1994,1994,5,3,52,52,1,2,345,1994,1994,1,1,0,2979000,130,139,22450,10516,3236,0.0025394,2,1994,1994,0,0,0,293214000,1710,91244,2962511,260602,66457,0.1456364,
4048,1993,1993,8,3,6,1,1,1,220,1993,1993,0,0,0,37200000,506,17112,244071,57654,10053,0.021995,344,1993,1993,0,0,0,1340000,80,74,13298,4641,1149,0.0013284,
4050,1994,1994,5,3,4,4,1,1,365,1994,1994,1,2,0,96693000,1400,48812,1114603,147968,66648,0.0670384,369,1994,1994,1,2,0,1098000,495,24081,260587,51921,20136,0.0164048,
4051,1993,1993,5,3,1,1,1,1,365,1993,1993,0,0,0,29120000,1500,54000,1249676,148146,67957,0.0580243,359,1993,1993,1,2,0,88400,13,604,7007,4348,1082,0.0006021,
4052,1993,1993,7,3,4,4,1,1,710,1993,1993,0,0,0,27400000,3030,89539,1568944,1196167,227403,0.1317843,365,1993,1993,0,0,0,29120000,1500,54000,1249676,148146,67957,0.0580243,
4054,1993,1994,5,3,356,356,6,1,704,1993,1993,0,0,0,-9,41,573,76321,21852,5282,0.0032211,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4054,1993,1994,5,3,356,356,6,1,703,1993,1993,0,0,0,85300,12,0,4543,4482,825,0.000397,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4054,1993,1994,5,3,356,356,6,1,701,1993,1993,0,0,0,74000,28,0,19592,4308,712,0.0006755,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4054,1993,1994,5,3,356,356,6,1,365,1993,1994,0,0,0,62906500,1450,51406,1182139.5,148057,67302.5,0.06253135,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4054,1993,1994,5,3,356,356,6,1,705,1993,1993,0,0,0,1140000,15,4300,128330,16479,5887,0.0041853,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4054,1993,1994,5,3,356,356,6,1,702,1993,1994,0,0,0,110000,3,0,3681.5,5691.5,834.5,0.00036205,700,1993,1994,1,3,0,-9,45,0,610,17896,2868,0.0014455,
4055,1994,1995,5,3,152,122,1,1,365,1994,1995,0,0,0,89346500,1400,50200.5,1097107,147871,66623,0.0649701,700,1994,1995,1,3,0,99995.5,18,0,618,19065.5,3050.5,0.00131715,
4058,1993,1993,5,3,1,1,1,1,339,1993,1993,1,2,0,105000,65,19,1619,3485,278,0.0006413,343,1993,1993,0,0,0,30000,10,137,5187,2115,393,0.0002854,
4060,1995,1995,5,3,1,1,1,1,713,1995,1995,0,0,0,13143000,425,11605,14224,21304,12333,0.0104552,816,1995,1995,1,1,0,910000,650,271,25532,73793,8787,0.0083901,
4061,1995,1995,5,3,1,1,1,1,710,1995,1995,1,1,0,32929000,2930,95360,1779017,1220224,330560,0.1429278,740,1995,1995,0,0,0,50219000,240,101640,656567,125472,74850,0.0543461,
4062,1996,1996,5,3,31,1,1,1,710,1996,1996,1,1,0,36176000,2650,101237,1851891,1232083,382139,0.1464795,740,1996,1996,0,0,0,45502000,250,98801,669989,125761,75103,0.0521298,
4063,1996,1996,5,3,29,1,1,1,850,1996,1996,0,0,0,4797000,280,4109,171885,196813,39236,0.0157383,710,1996,1996,1,1,0,36176000,2650,101237,1851891,1232083,382139,0.1464795,
4064,1995,1996,5,3,272,242,1,2,710,1995,1996,1,1,2,34552500,2790,98298.5,1815454,1226153.5,356349.5,0.14470365,2,1995,1996,0,0,0,277544000,1595,95363,3026200,264019.5,67189,0.13935225,
4064,1995,1996,5,3,272,242,1,2,710,1995,1996,1,1,2,34552500,2790,98298.5,1815454,1226153.5,356349.5,0.14470365,713,1995,1996,0,0,0,13505500,412.5,12010.5,14567.5,21387.5,12439,0.010512,
4065,1994,1994,5,3,70,40,1,2,710,1994,1994,1,2,0,28945000,2930,92613,1658864,1208278,278981,0.1370905,2,1994,1994,0,0,0,293214000,1710,91244,2962511,260602,66457,0.1456364,
4065,1994,1994,5,3,70,40,1,2,710,1994,1994,1,2,0,28945000,2930,92613,1658864,1208278,278981,0.1370905,732,1994,1994,0,0,0,12764000,750,33745,181846,44642,33218,0.0231682,
4066,1993,1993,5,3,4,4,1,1,452,1993,1993,1,2,0,51000,7,19,7796,16385,2109,0.0009176,461,1993,1993,0,0,0,43100,8,0,1760,3856,441,0.0002586,
4067,1993,1993,8,3,1,1,1,1,483,1993,1993,0,0,0,38300,30,0,1593,6098,956,0.0005397,436,1993,1993,0,0,0,14000,5,0,2195,8361,752,0.0004111,
4068,1995,1995,5,3,6,1,1,1,475,1995,1995,1,1,0,1507000,80,36,67641,111722,17597,0.0069359,483,1995,1995,0,0,0,34000,40,0,1657,6335,1039,0.0006169,
4069,1993,1993,7,1,8,8,1,1,490,1993,1993,0,0,0,245000,40,30,17687,42276,8866,0.0029308,484,1993,1993,0,0,0,-9,10,0,1502,2444,1339,0.0003919,
4071,1994,1994,8,3,39,10,1,1,490,1994,1994,0,0,0,119000,40,30,18484,43930,9385,0.0029445,540,1994,1994,0,0,0,524000,120,9,6645,10466,1956,0.0015878,
4072,1993,1993,5,3,135,135,1,1,630,1993,1993,1,2,0,1516000,528,3672,130359,58481,22080,0.0109832,645,1993,1993,0,0,0,2600000,407,0,36300,19261,14391,0.006231,
4073,1993,1993,5,3,1,1,1,1,651,1993,1993,0,0,0,2070000,424,2500,64852,56488,18066,0.0087412,630,1993,1993,0,0,0,1516000,528,3672,130359,58481,22080,0.0109832,
4075,1993,1993,5,3,57,28,1,1,910,1993,1993,0,0,0,86700,4,0,2157,3922,198,0.0002178,940,1993,1993,1,2,1,0,0,0,47,354,0,1.13E-05,
4076,1996,1996,5,3,182,182,1,1,910,1996,1996,0,0,0,80000,5,0,2192,4400,222,0.0002293,940,1996,1996,1,2,1,0,0,0,48,391,0,1.19E-05,
4078,1994,1997,5,3,984,984,1,1,500,1994,1997,1,2,0,132000,52.75,30,10311.25,19657.25,997.75,0.001223075,625,1994,1997,1,2,0,397500,91.25,0,15272,27711,5406.5,0.002318825,
4079,1994,1996,5,3,749,749,1,1,530,1994,1996,1,1,2,122000,113.3333333,0,26096.66667,56707,2676,0.003123233,625,1994,1996,1,1,2,392333.3333,86.66666667,0,15077.66667,27648.33333,5273.666667,0.002283433,
4081,1994,1994,5,3,61,2,1,1,625,1994,1994,1,2,0,376000,82,0,14751,28947,5020,0.002291,531,1994,1994,0,0,0,41000,55,0,850,3084,375,0.0005471,
4082,1995,1996,5,3,152,93,1,1,531,1995,1996,1,1,0,50500,45,0,895,3225.5,401,0.00048745,522,1995,1996,0,0,0,21500,8,0,102.5,609,353.5,0.0001197,
4083,1995,1995,5,3,31,1,1,1,501,1995,1995,1,2,0,206000,22,20,9544,30522,2491,0.0014927,500,1995,1995,0,0,0,126000,51,30,10207,19263,973,0.0011983,
4084,1995,1995,8,3,30,1,1,1,501,1995,1995,1,3,0,206000,22,20,9544,30522,2491,0.0014927,500,1995,1995,0,0,0,126000,51,30,10207,19263,973,0.0011983,
4085,1993,1993,8,3,1,1,1,1,475,1993,1993,1,2,0,210000,76,140,50846,105265,15929,0.0063894,437,1993,1993,0,0,0,126000,15,0,9464,13175,3135,0.0010353,
4086,1996,1996,7,2,1,1,1,1,705,1996,1996,1,2,0,552000,30,3216,89879,15921,5734,0.0031616,355,1996,1996,0,0,0,373000,80,2457,38231,8356,2713,0.0021877,
4088,1999,2000,5,3,455,399,1,2,710,1999,2000,1,2,1,40944500,2605,125595,1840470,1272198,562663.5,0.1600112,713,1999,2000,0,0,0,16280500,370,16167,17765,21874,13200.5,0.01143285,
4088,1999,2000,5,3,455,399,1,2,710,1999,2000,1,2,1,40944500,2605,125595,1840470,1272198,562663.5,0.1600112,2,1999,2000,0,0,0,297641500,1428,99615,3222401,277287.5,72992,0.1427148,
4089,1997,1997,8,3,1,1,1,1,731,1997,1997,0,0,0,2273000,1100,600,85666,22837,8047,0.0112881,710,1997,1997,0,0,0,36551000,2600,108911,1829999,1243738,433717,0.1492361,
4090,1997,1997,6,1,1,1,1,1,350,1997,1997,0,0,0,5552000,206,1016,56832,10522,2062,0.0040643,339,1997,1997,0,0,0,94000,52,22,1300,3731,324,0.0005676,
4092,1995,1996,5,3,195,195,1,1,640,1995,1996,1,2,1,7140000,811.5,13403.5,97809,62170.5,22357,0.0157198,350,1995,1996,1,2,1,5378000,212.5,893.5,53542.5,10464.5,2064.5,0.00399455,
4094,1994,1995,5,3,405,405,1,1,640,1994,1995,1,1,0,5603000,808,12903.5,91617,61110,22468.5,0.0153354,352,1994,1995,0,0,0,439500,10,0,1589,729.5,330,0.00023985,
4095,1996,2001,5,3,1874,1874,1,2,640,1996,2001,0,0,0,8558500,723.3333333,14310.33333,111133.3333,65237.16667,23946.83333,0.015601367,350,1996,1998,1,1,0,5734333.333,206.6666667,991,57352.33333,10532.33333,2062,0.0041165,
4095,1996,2001,5,3,1874,1874,1,2,640,1996,2001,0,0,0,8558500,723.3333333,14310.33333,111133.3333,65237.16667,23946.83333,0.015601367,352,1996,2001,1,1,0,421666.6667,11,0,1942.833333,756.6666667,350.1666667,0.0002462,
4095,1996,2001,5,3,1874,1874,1,2,640,1996,2001,0,0,0,8558500,723.3333333,14310.33333,111133.3333,65237.16667,23946.83333,0.015601367,350,2000,2001,1,1,0,5522500,159,1184.5,64560,10797.5,2055,0.0037828,
4095,1996,2001,5,3,1874,1874,1,2,640,1996,2001,0,0,0,8558500,723.3333333,14310.33333,111133.3333,65237.16667,23946.83333,0.015601367,350,1999,1999,1,1,0,5206000,204,951,56463,10626,2058,0.0039753,
4096,1997,1997,6,1,121,121,1,1,365,1997,1997,1,2,0,64000000,1300,48502,1041076,147105,67365,0.0559937,372,1997,1997,0,0,0,109000,11,104,2173,5434,1701,0.0004742,
4097,1997,1997,5,3,1,1,1,1,339,1997,1997,0,0,0,94000,52,22,1300,3731,324,0.0005676,343,1997,1997,0,0,0,60435,15,19,4347,2190,444,0.0002859,
4098,1996,1996,5,3,1,1,1,1,365,1996,1996,0,0,0,73990000,1300,49253,1081235,147739,66982,0.0591888,369,1996,1996,0,0,0,1286000,476,22332,245634,51094,19963,0.0151964,
4100,1995,1995,1,1,164,164,1,1,345,1995,1995,1,2,0,3111000,130,182,23951,10547,3663,0.0026116,344,1995,1995,0,0,0,1773000,60,45,13476,4669,1114,0.0012246,
4101,1995,1996,5,3,185,185,1,1,310,1995,1996,0,0,0,663000,55,1866.5,39139.5,10211,3080,0.00204535,344,1995,1996,0,0,0,1540500,59,45.5,13514,4581.5,1105.5,0.00116385,
4102,1995,1996,5,3,185,185,1,1,310,1995,1996,0,0,0,663000,55,1866.5,39139.5,10211,3080,0.00204535,345,1995,1996,0,0,0,2306500,117.5,435.5,25499.5,10560.5,3877,0.00244535,
4103,1994,1994,4,4,4,4,1,1,365,1994,1994,0,0,0,96693000,1400,48812,1114603,147968,66648,0.0670384,367,1994,1994,1,2,0,51000,6,332,3774,2548,1071,0.0003765,
4104,1994,1994,5,3,30,1,1,1,710,1994,1994,1,1,0,28945000,2930,92613,1658864,1208278,278981,0.1370905,365,1994,1994,0,0,0,96693000,1400,48812,1114603,147968,66648,0.0670384,
4105,1995,1995,5,3,1,1,1,1,365,1995,1995,0,0,0,82000000,1400,51589,1079611,147774,66598,0.0629018,368,1995,1995,0,0,0,115000,12,1,9863,3715,1542,0.0005092,
4106,1993,1993,5,3,1,1,1,1,365,1993,1993,1,2,0,29120000,1500,54000,1249676,148146,67957,0.0580243,290,1993,1993,0,0,0,2200000,260,9936,188890,38459,11849,0.009589,
4107,1997,1997,7,1,24,24,1,1,365,1997,1997,0,0,0,64000000,1300,48502,1041076,147105,67365,0.0559937,290,1997,1997,0,0,0,3073000,230,11585,186093,38650,11565,0.0091892,
4108,1997,1997,5,3,1,1,1,1,369,1997,1997,1,2,0,1324000,450,25629,210765,50698,18989,0.0147714,360,1997,1997,0,0,0,793000,200,6674,74462,22565,7015,0.0052596,
4109,1996,1996,6,1,9,9,1,1,373,1996,1996,1,2,0,133000,80,20,23715,7574,2140,0.0013457,372,1996,1996,0,0,0,110000,5,83,1992,5411,1738,0.0004378,
4111,1998,1999,5,3,185,185,1,1,365,1998,1999,1,2,0,56953500,950,47666,1023142.5,147315,66517,0.0514068,367,1998,1999,0,0,0,49000,5,477,3974,2406.5,912,0.0003484,
4113,1994,1994,5,3,1,1,1,1,630,1994,1994,1,2,0,2340000,528,4498,149570,59778,23514,0.0116459,645,1994,1994,0,0,0,2748000,425,0,40648,19650,14777,0.0064014,
4114,1994,1995,5,3,97,97,1,1,670,1994,1995,1,1,0,15875000,169.5,2431,254576.5,18010,8611.5,0.00962765,679,1994,1995,0,0,0,441000,68.5,0,6063,15114,2009,0.0013309,
4116,1994,1994,8,3,26,1,1,1,461,1994,1994,0,0,0,25000,8,0,1850,3928,457,0.0002554,452,1994,1994,0,0,0,105000,7,20,8616,16856,2302,0.0009527,
4117,1997,1998,5,3,181,181,1,1,571,1997,1998,1,1,0,251000,8,0,1286,1551.5,265.5,0.0001973,565,1997,1998,0,0,0,91500,5.5,0,370.5,1636.5,149.5,0.00012565,
4118,1995,1995,5,3,142,142,1,1,510,1995,1995,0,0,0,87000,50,0,13181,30337,4061,0.0018786,516,1995,1995,0,0,0,46000,22,0,2110,5982,300,0.0004028,
4119,1994,1994,5,3,329,329,1,1,471,1994,1994,1,1,0,141000,12,0,6836,12833,2055,0.0008205,475,1994,1994,1,1,0,1191000,80,58,69204,108468,16778,0.0068679,
4121,1995,1996,5,3,277,277,1,1,531,1995,1996,1,1,0,50500,45,0,895,3225.5,401,0.00048745,679,1995,1996,0,0,0,370500,68.5,0,6882.5,15642,2112,0.0013404,
4122,1996,1997,5,3,238,238,1,1,490,1996,1997,0,0,0,241000,40,30,20018.5,47426,10694.5,0.0030318,517,1996,1997,1,3,1,100000,47.5,0,1996,5640,256.5,0.000586,
4123,1997,1997,8,3,65,36,1,1,516,1997,1997,0,0,0,85000,35,0,2271,6194,327,0.0005157,510,1997,1997,0,0,0,123000,35,0,13349,31507,4582,0.0017942,
4124,1996,1999,6,1,925,895,1,1,531,1996,1999,1,2,3,215750,103.75,0,745.75,3496.25,439.25,0.000988625,625,1996,1999,1,2,3,407500,101,0,15420.25,28091.25,5956,0.002403025,
4125,1999,1999,5,3,33,33,1,2,732,1999,1999,1,2,0,12088000,665,41042,280281,46480,28681,0.0233995,731,1999,1999,0,0,0,2100000,1000,300,27413,23702,8241,0.0099196,
4125,1999,1999,5,3,33,33,1,2,2,1999,1999,1,2,0,292147000,1490,97427,3161089,276218,70642,0.1426249,731,1999,1999,0,0,0,2100000,1000,300,27413,23702,8241,0.0099196,
4126,1996,1996,5,3,3,3,1,1,732,1996,1996,1,1,0,16172000,670,38903,229092,45545,32668,0.0242228,740,1996,1996,1,1,0,45502000,250,98801,669989,125761,75103,0.0521298,
4127,1999,1999,7,3,5,5,1,1,740,1999,1999,0,0,0,40383000,240,94192,676487,126505,76536,0.048296,732,1999,1999,1,2,0,12088000,665,41042,280281,46480,28681,0.0233995,
4128,1998,2000,6,1,578,520,1,1,840,1998,2000,1,1,0,1501666.667,106.3333333,612,37389.66667,74455,20519.33333,0.005616367,710,1998,2000,1,1,0,40026666.67,2603.333333,121926,1804603.667,1266698,536874.3333,0.1580938,
4130,1997,1997,5,3,31,1,1,1,530,1997,1997,1,2,0,134000,100,0,27208,60148,3049,0.0031147,625,1997,1997,1,2,0,413000,105,0,15855,27899,5805,0.002425,
4132,1997,1997,5,3,92,32,1,1,531,1997,1997,1,1,2,196000,55,0,944,3409,429,0.0006034,679,1997,1997,0,0,0,393000,69,0,8425,16484,2275,0.0013913,
4133,1999,1999,5,3,56,56,1,1,640,1999,1999,1,1,0,9717000,789,14313,111693,65546,23992,0.0163819,350,1999,1999,1,1,0,5206000,204,951,56463,10626,2058,0.0039753,
4134,1995,1995,5,3,21,21,1,1,651,1995,1995,1,2,3,2506000,430,2642,72025,59226,18479,0.0088533,625,1995,1995,1,1,3,389000,89,0,15054,26707,5270,0.0022707,
4135,1997,1998,5,3,261,261,1,1,800,1997,1998,0,0,0,2725000,284,1957.5,111432.5,60451,10214,0.00714555,811,1997,1998,0,0,0,149500,60,0,3802.5,10616,3566,0.0011764,
4136,1997,1997,5,3,195,195,1,1,345,1997,1997,1,4,0,1489000,115,1025,29401,10597,4518,0.0024721,339,1997,1997,0,0,0,94000,52,22,1300,3731,324,0.0005676,
4137,1998,1999,1,2,495,468,23,1,385,1998,1999,1,2,0,3316000,33,623.5,46269,4430.5,986,0.0018248,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,640,1998,1999,1,2,0,9336000,788.5,14228.5,112674,65012.5,24605.5,0.01644815,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,20,1998,1999,1,2,0,8036000,60,16082.5,333745,30710,11963.5,0.0113997,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,395,1998,1999,1,2,0,0,0,50,892.5,277.5,108.5,3.89E-05,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,365,1998,1998,1,2,0,57107000,1000,43822,1011804,147434,66800,0.0512986,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,310,1999,1999,1,2,0,768000,51,1813,39588,10076,2970,0.0019402,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,210,1998,1999,1,2,0,6692500,54.5,6226,172869.5,15706.5,4861,0.0060304,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,368,1998,1998,1,2,0,139000,12,1,13993,3694,1479,0.0005306,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,390,1998,1999,1,2,0,2782000,26,759.5,32054,5276,1161,0.00156415,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,255,1998,1999,1,2,0,32492000,332,43054,472929,82155.5,25345,0.0285769,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,343,1999,1999,1,2,0,67000,16,45,5072,2011,453,0.0003021,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,343,1998,1998,1,2,0,72000,15,45,5596,1999,449,0.0003053,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,235,1998,1999,1,2,0,2342000,71,990,33264,9871,1380.5,0.0020327,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,230,1998,1999,1,2,0,7374500,172,14854.5,167830,39631,13550.5,0.0103284,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,212,1998,1999,1,2,0,140500,1,2538.5,2013.5,424,0,0.00061205,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,325,1998,1999,1,2,0,23303500,396.5,25296,266728,57356,13318,0.0191898,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,290,1998,1999,1,2,0,3356500,208.5,9381.5,173407,38729,11511.5,0.0084719,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,339,1998,1999,1,2,0,121000,19,19,1268.5,3116,341.5,0.00030935,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,316,1999,1999,1,2,0,1115000,54,5616,55614,10262,2172,0.0029558,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,220,1998,1999,1,2,0,39322500,435,20163,269665.5,58784.5,10373.5,0.02149185,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,200,1998,1999,1,2,0,37230500,218,16806.5,361011.5,58696.5,52579.5,0.02363945,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,211,1998,1999,1,2,0,3589500,42.5,11178,89521,10146.5,1493,0.00491285,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,2,1998,1999,1,2,0,285924500,1500,98042.5,3143987.5,275123,70107,0.14213455,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4137,1998,1999,1,2,495,468,23,1,350,1998,1999,1,2,0,5578500,203,1030,57841,10613,2059,0.00409685,345,1998,1999,0,0,0,1619500,105,605,25382.5,10636,3444.5,0.0021867,
4138,1999,1999,5,3,1,1,1,1,775,1999,1999,0,0,0,1995000,345,25,16552,45059,7963,0.005239,800,1999,1999,0,0,0,2638000,300,1532,118835,60856,10688,0.0072109,
4140,1999,2000,5,3,244,214,1,1,93,1999,2000,1,2,0,24500,14,0,3484.5,5006,1177,0.0003953,91,1999,2000,1,2,0,95000,8,8,3475.5,6400.5,1518,0.0004339,
4141,2000,2000,6,1,7,7,1,1,91,2000,2000,1,2,0,95000,8,8,3615,6485,1531,0.0004343,93,2000,2000,1,2,0,24000,16,0,3550,5074,1187,0.0004104,
4143,1995,1996,5,3,316,286,1,1,135,1995,1996,1,1,0,1004500,115,545,15587,23739.5,11650,0.00328925,130,1995,1996,1,1,0,577500,58,27.5,14782.5,11579,4977,0.00159235,
4144,1997,1997,5,3,160,160,1,1,130,1997,1997,1,1,0,692000,58,44,13758,11937,5370,0.0016153,135,1997,1997,1,1,0,1276000,115,607,16642,24371,11882,0.0033081,
4145,1994,1994,8,3,30,1,1,1,93,1994,1994,1,2,1,35000,14,0,2763,4401,990,0.0003874,100,1994,1994,0,0,0,1183000,146,694,42141,34520,15940,0.0048444,
4146,1995,1995,7,4,4,4,1,1,94,1995,1995,0,0,0,48000,8,0,2146,3333,710,0.0002698,93,1995,1995,0,0,0,39000,14,0,2699,4539,1023,0.0003881,
4147,1998,1998,5,3,47,17,1,1,93,1998,1998,0,0,0,30000,14,0,3421,4807,1129,0.0003971,94,1998,1998,1,2,0,70000,10,0,1145,3841,752,0.0002847,
4148,1996,1996,7,4,26,1,1,1,200,1996,1996,1,2,0,35266000,221,17992,367380,58801,52148,0.0240494,155,1996,1996,0,0,0,2038000,102,1178,28512,14419,8459,0.003053,
