dispnum3,styear,endyear,outcome,settle,hiact,maxdur,mindur,numa,numb,conttype,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc
2082,1978,1979,5,1,10,145,145,1,1,1,160,1978,1979,1,1,-9,2066595.0,155.0,2870.5000000000018,57335.500000000029,27470.499999999993,11464.500000000004,0.00635875,155,1978,1979,1,1,-9,790322.50000000023,111.0,615.49999999999989,13460.499999999996,10895.500000000009,5298.5000000000027,0.0026961999999999989
2141,1978,1979,2,2,20,238,238,2,1,1,500,1978,1979,1,1,-9,198510.50000000006,6.0,4.9999999999999991,2618.0000000000009,13002.499999999996,521.99999999999977,0.00074145000000000016,510,1978,1979,0,0,-9,263240.99999999994,58.0,0.0,7600.4999999999991,17712.5,1102.0000000000005,0.0014561500000000002
2223,1978,1979,4,3,7,45,45,1,1,2,365,1978,1979,1,2,-9,171500000.0,3900.0,149999.99999999994,1784072.5000000002,262328.5,97817.000000000044,0.16908860000000006,2,1978,1979,0,0,-9,115763000.00000001,2046.5000000000007,124001.00000000001,2636425.0,223819.99999999994,56454.999999999971,0.13844525000000002
2357,1978,1979,6,1,17,259,259,1,1,1,680,1978,1979,1,3,-9,91604.000000000015,20.0,0.0,2877.5000000000014,1831.5,274.00000000000028,0.00032115,678,1978,1979,1,3,-9,256348.99999999991,37.999999999999993,0.0,16.499999999999996,6015.5000000000027,155.5,0.00057900000000000009
2727,1978,1979,5,3,7,501,501,1,1,2,365,1978,1979,1,2,-9,171500000.00000006,3900.0,149999.99999999994,1784072.4999999998,262328.50000000006,97817.0,0.16908859999999998,740,1978,1979,0,0,-9,8843341.9999999981,239.0,106876.50000000003,501797.99999999983,115401.50000000001,64587.000000000007,0.05312575000000002
2727,1978,1979,5,3,7,501,501,1,1,3,365,1978,1979,1,2,-9,171500000.00000006,3900.0,149999.99999999994,1784072.4999999998,262328.50000000006,97817.0,0.16908859999999998,740,1978,1979,0,0,-9,8843341.9999999981,239.0,106876.50000000003,501797.99999999983,115401.50000000001,64587.000000000007,0.05312575000000002
3004,1978,1979,5,3,16,299,299,1,1,1,552,1978,1979,1,2,-9,312272.99999999988,31.0,759.0,7141.0000000000018,6824.9999999999991,1013.9999999999998,0.0010305,571,1978,1979,0,0,-9,10000.000000000005,1.5,0.0,656.00000000000011,808.49999999999989,0.0,5.4149999999999988e-05
3007,1978,1979,5,1,20,332,332,1,2,1,710,1978,1979,1,2,-9,32500000.000000011,4549.9999999999991,33130.000000000022,831883.00000000035,978802.50000000023,124345.0,0.12041924999999998,365,1978,1979,0,0,-9,171499999.99999994,3900.0,149999.99999999994,1784072.4999999991,262328.49999999994,97816.999999999985,0.16908859999999998
3007,1978,1979,5,1,20,332,332,1,2,1,710,1978,1979,1,2,-9,32499999.999999989,4550.0,33129.999999999985,831883.00000000023,978802.49999999977,124345.00000000001,0.12041924999999998,816,1978,1979,0,0,-9,-9.0,655.00000000000011,126.99999999999999,11062.500000000002,51942.5,6241.4999999999982,0.00897215
2101,1979,1979,5,3,8,1,1,1,1,1,750,1979,1979,1,1,-9,4023901.0,1286.0,10004.0,212871.0,658730.0,70179.0,0.0528225,710,1979,1979,1,1,-9,30000000.0,4600.0,34480.0,841890.0,985467.0,129400.0,0.1198492
2113,1979,1979,5,3,16,113,113,1,1,1,645,1979,1979,1,2,-9,2675245.0,444.0,352.0,18157.0,12821.0,8027.0,0.0058809,630,1979,1979,1,2,-9,5462930.0,415.0,1000.0,82654.0,37814.0,12702.0,0.0094861
2225,1979,1979,5,3,7,82,82,2,1,2,365,1979,1979,1,2,-9,180000000.0,3900.0,149000.0,1801221.0,263404.0,98267.0,0.1673254,2,1979,1979,0,0,-9,122279000.0,2033.0,123688.0,2659868.0,225055.0,56702.0,0.1372161
2325,1979,1979,5,1,17,61,2,1,1,1,91,1979,1979,1,3,-9,33000.0,14.0,0.0,2120.0,3564.0,635.0,0.0003824,93,1979,1979,0,0,-9,42000.0,6.0,0.0,2026.0,2644.0,608.0,0.0002935
2967,1979,1979,5,3,15,1,1,1,1,0,135,1979,1979,1,2,-9,535442.0,125.0,436.0,14235.0,16867.0,6643.0,0.0031144,2,1979,1979,0,0,-9,122279000.0,2033.0,123688.0,2659868.0,225055.0,56702.0,0.1372161
2968,1979,1979,5,3,16,4,4,1,1,1,20,1979,1979,1,2,-9,4119005.0,79.0,16078.0,288132.0,24202.0,5653.0,0.0117834,2,1979,1979,0,0,-9,122279000.0,2033.0,123688.0,2659868.0,225055.0,56702.0,0.1372161
3000,1979,1979,5,3,14,3,3,1,1,1,530,1979,1979,1,2,-9,289855.0,250.0,0.0,10896.0,30421.0,1625.0,0.0032804,625,1979,1979,0,0,-9,329566.0,65.0,0.0,10689.0,18125.0,1943.0,0.001719
3001,1979,1979,5,3,7,94,94,1,2,1,620,1979,1979,1,4,-9,3000000.0,51.0,0.0,13149.0,2632.0,1767.0,0.0018352,651,1979,1979,0,0,-9,1714530.0,447.0,800.0,25977.0,39492.0,12147.0,0.0076095
3001,1979,1979,5,3,7,94,94,1,2,1,620,1979,1979,1,4,-9,3000000.0,51.0,0.0,13149.0,2632.0,1767.0,0.0018352,625,1979,1979,0,0,-9,329566.0,65.0,0.0,10689.0,18125.0,1943.0,0.001719
3002,1979,1979,5,3,16,1,1,1,1,0,552,1979,1979,1,2,-9,363507.0,38.0,740.0,7272.0,6930.0,999.0,0.0010726,540,1979,1979,0,0,-9,529165.0,47.0,10.0,5150.0,6828.0,858.0,0.000951
3021,1979,1979,5,3,7,1,1,1,1,0,2,1979,1979,1,2,-9,122279000.0,2033.0,123688.0,2659868.0,225055.0,56702.0,0.1372161,620,1979,1979,0,0,-9,3000000.0,51.0,0.0,13149.0,2632.0,1767.0,0.0018352
3022,1979,1979,5,3,7,5,5,1,1,3,840,1979,1979,1,2,-9,764476.0,156.0,400.0,26449.0,46580.0,7183.0,0.0047962,820,1979,1979,0,0,-9,1164996.0,82.0,0.0,11533.0,13435.0,2125.0,0.0019392
3024,1979,1979,5,3,17,123,123,1,1,1,615,1979,1979,1,2,-9,727349.0,88.0,450.0,18133.0,18104.0,3620.0,0.002502,600,1979,1979,1,2,-9,928419.0,98.0,5.0,9548.0,18841.0,6666.0,0.0029719
3026,1979,1979,5,3,12,14,14,1,1,1,710,1979,1979,1,4,-9,30000000.0,4600.0,34480.0,841890.0,985467.0,129400.0,0.1198492,812,1979,1979,0,0,-9,37875.0,46.0,0.0,1713.0,3161.0,230.0,0.0004885
3607,1979,1979,7,3,15,13,13,1,1,3,600,1979,1979,1,2,-9,928419.0,98.0,5.0,9548.0,18841.0,6666.0,0.0029719,230,1979,1979,0,0,-9,3527940.0,374.0,12254.0,103851.0,37183.0,14269.0,0.0117808
3607,1979,1979,7,3,15,13,13,1,1,1,600,1979,1979,1,2,-9,928419.0,98.0,5.0,9548.0,18841.0,6666.0,0.0029719,230,1979,1979,0,0,-9,3527940.0,374.0,12254.0,103851.0,37183.0,14269.0,0.0117808
2193,1979,1980,5,3,17,647,647,1,2,0,731,1979,1980,1,3,-9,1333414.5000000007,696.0,5750.0000000000036,47451.500000000022,17541.999999999985,2707.9999999999995,0.0079233999999999988,2,1979,1980,0,0,-9,133130000.0,2041.5,112572.0,2622038.9999999991,226390.49999999997,56949.500000000015,0.13516535000000005
2193,1979,1980,5,3,17,647,647,1,2,1,731,1979,1980,1,3,-9,1333414.5000000002,696.00000000000011,5750.0,47451.499999999993,17541.999999999989,2708.0000000000005,0.0079234,732,1979,1980,1,3,-9,3014917.0000000005,619.0,9851.5000000000036,64264.499999999971,37829.000000000015,19755.999999999996,0.012950899999999998
2716,1979,1980,5,3,17,384,384,1,1,1,365,1979,1980,1,1,-9,190500000.00000006,3900.0,148500.00000000003,1845509.5,264444.00000000012,99536.999999999985,0.1680091,710,1979,1980,1,1,-9,29250000.000000007,4625.0,35799.999999999993,835192.50000000047,992172.00000000035,131935.0,0.11967390000000004
3020,1979,1981,7,1,16,445,445,1,1,0,630,1979,1981,1,2,-9,2949942.6666666646,326.66666666666674,678.33333333333314,66252.333333333328,39310.333333333307,13624.333333333336,0.0083756333333333335,2,1979,1981,0,0,-9,145382666.66666672,2061.3333333333308,111585.99999999997,2582245.0000000009,227582.3333333332,57241.333333333307,0.13611273333333324
2115,1979,1988,3,1,20,3224,3224,1,1,1,645,1979,1988,1,1,-9,10119694.199999979,638.00000000000045,70.200000000000017,23005.799999999974,14840.800000000003,10384.5,0.0084199800000000179,630,1979,1988,0,0,-9,9831723.900000006,348.90000000000015,736.49999999999989,68695.2000000001,45006.200000000019,16400.3,0.0096568199999999948
2717,1980,1980,5,3,17,25,25,1,1,1,365,1980,1980,1,1,-9,201000000.0,3900.0,148000.0,1889798.0,265484.0,100807.0,0.1686928,710,1980,1980,1,1,-9,28500000.0,4650.0,37120.0,828495.0,998877.0,134470.0,0.1194986
2969,1980,1980,5,3,16,1,1,1,1,0,600,1980,1980,1,2,-9,1118030.0,117.0,6.0,9244.0,19332.0,7068.0,0.0031471,40,1980,1980,0,0,-9,1126388.0,220.0,292.0,15706.0,9724.0,3126.0,0.0028998
3016,1980,1980,5,3,7,4,4,2,1,1,616,1980,1980,1,2,-9,338701.0,29.0,178.0,3848.0,6392.0,612.0,0.0007206,620,1980,1980,0,0,-9,2750000.0,53.0,0.0,13210.0,2743.0,1905.0,0.0016982
3017,1980,1980,5,3,7,46,46,2,1,1,365,1980,1980,1,2,-9,201000000.0,3900.0,148000.0,1889798.0,265484.0,100807.0,0.1686928,630,1980,1980,0,0,-9,3386907.0,305.0,565.0,64862.0,39291.0,13588.0,0.0078179
3108,1980,1980,5,3,16,4,4,1,1,3,630,1980,1980,1,2,-9,3386907.0,305.0,565.0,64862.0,39291.0,13588.0,0.0078179,690,1980,1980,0,0,-9,1334054.0,12.0,0.0,39395.0,1370.0,258.0,0.001137
3111,1980,1980,5,3,16,1,1,1,1,1,775,1980,1980,1,2,-9,202000.0,179.0,0.0,7174.0,33637.0,4556.0,0.0033567,800,1980,1980,1,2,-9,1096779.0,234.0,450.0,26204.0,46718.0,5189.0,0.0049418
3113,1980,1980,5,3,7,1,1,1,1,1,600,1980,1980,1,2,-9,1118030.0,117.0,6.0,9244.0,19332.0,7068.0,0.0031471,615,1980,1980,0,0,-9,890060.0,101.0,370.0,36612.0,18666.0,3889.0,0.0029125
3115,1980,1980,5,3,11,1,1,2,1,0,365,1980,1980,1,3,-9,201000000.0,3900.0,148000.0,1889798.0,265484.0,100807.0,0.1686928,698,1980,1980,0,0,-9,1177939.0,15.0,0.0,1214.0,1130.0,0.0,0.0004642
3115,1980,1980,5,3,11,1,1,2,1,1,680,1980,1980,1,3,-9,123987.0,23.0,0.0,4032.0,1903.0,277.0,0.0003597,698,1980,1980,0,0,-9,1177939.0,15.0,0.0,1214.0,1130.0,0.0,0.0004642
3118,1980,1980,5,3,11,270,270,1,1,1,651,1980,1980,1,2,-9,1522906.0,447.0,800.0,26813.0,40578.0,12273.0,0.0074916,620,1980,1980,0,0,-9,2750000.0,53.0,0.0,13210.0,2743.0,1905.0,0.0016982
3119,1980,1980,5,4,16,152,152,1,1,1,600,1980,1980,1,2,-9,1118030.0,117.0,6.0,9244.0,19332.0,7068.0,0.0031471,435,1980,1980,0,0,-9,81006.0,8.0,0.0,305.0,1551.0,110.0,0.0001539
3121,1980,1980,4,3,7,1,1,1,1,1,490,1980,1980,1,2,-9,179076.0,26.0,0.0,8930.0,26377.0,5908.0,0.0023883,484,1980,1980,0,0,-9,48980.0,16.0,0.0,465.0,1669.0,597.0,0.0002884
3610,1980,1980,5,3,7,1,1,1,1,5,850,1980,1980,1,1,-9,2073746.0,250.0,360.0,84845.0,147490.0,19910.0,0.012599,816,1980,1980,1,1,-9,-9.0,900.0,106.0,11498.0,53732.0,6653.0,0.0108267
2083,1980,1981,5,3,15,156,156,1,1,1,155,1980,1981,1,1,-9,1779575.0000000002,116.0,674.00000000000045,14158.499999999993,11235.999999999995,5857.9999999999973,0.0029809999999999988,160,1980,1981,1,1,-9,3316873.0000000014,155.0,2472.5000000000005,62370.999999999993,28309.500000000004,12169.0,0.0065252999999999995
3105,1980,1981,7,3,15,88,88,1,1,0,130,1980,1981,1,2,-9,221047.99999999997,34.499999999999993,22.5,9737.4999999999945,8072.0,2321.0000000000005,0.001132499999999999,2,1980,1981,0,0,-9,156934500.00000003,2075.5,105535.0,2543433.5,228845.99999999997,57511.000000000007,0.13556105000000007
3107,1980,1981,5,3,7,44,44,1,2,1,652,1980,1981,1,2,-9,2312587.9999999986,260.00000000000006,0.0,11442.000000000002,8878.5000000000018,2911.4999999999991,0.0032048000000000003,663,1980,1981,0,0,-9,507483.49999999988,65.499999999999972,0.0,2959.0000000000005,3001.0,1056.0000000000005,0.0008743500000000003
3107,1980,1981,5,3,7,44,44,1,2,1,652,1980,1981,1,2,-9,2312588.0000000005,260.00000000000006,0.0,11442.0,8878.5,2911.5000000000014,0.0032048000000000016,666,1980,1981,0,0,-9,5496568.0000000019,198.49999999999994,117.50000000000006,11262.499999999995,3912.9999999999991,1685.9999999999995,0.003254449999999999
3112,1980,1981,5,3,14,185,185,1,1,1,490,1980,1981,1,1,-9,131875.50000000003,34.999999999999993,0.0,9192.0000000000018,26805.000000000007,5997.5000000000027,0.0024392999999999988,551,1980,1981,0,0,-9,233068.49999999985,15.999999999999996,0.0,6172.9999999999982,5803.4999999999991,1694.0000000000005,0.00076509999999999968
3448,1980,1981,5,1,17,336,336,2,1,1,652,1980,1981,1,2,0,2312588.0000000005,260.00000000000011,0.0,11441.999999999996,8878.5000000000036,2911.5000000000009,0.003204800000000002,666,1980,1981,0,0,0,5496567.9999999991,198.50000000000003,117.5,11262.499999999995,3913.0000000000009,1685.9999999999993,0.0032544500000000007
2639,1981,1981,5,3,17,120,120,1,1,1,770,1981,1981,1,1,-9,1648765.0,560.0,0.0,25674.0,85118.0,14783.0,0.0099096,750,1981,1981,0,0,-9,5022113.0,1104.0,10697.0,237148.0,688320.0,71405.0,0.0519681
2970,1981,1981,5,3,7,1,1,1,1,4,385,1981,1981,1,1,-9,1528746.0,39.0,847.0,29964.0,4100.0,792.0,0.0015716,390,1981,1981,0,0,-9,1446237.0,33.0,613.0,19480.0,5122.0,1095.0,0.0013833
3093,1981,1981,5,3,7,16,16,1,1,4,365,1981,1981,1,4,-9,221000000.0,3900.0,148000.0,1875977.0,267622.0,102370.0,0.1694936,380,1981,1981,0,0,-9,2904513.0,70.0,3795.0,36515.0,8320.0,2231.0,0.0032944
3093,1981,1981,5,3,7,16,16,1,1,1,365,1981,1981,1,4,-9,221000000.0,3900.0,148000.0,1875977.0,267622.0,102370.0,0.1694936,380,1981,1981,0,0,-9,2904513.0,70.0,3795.0,36515.0,8320.0,2231.0,0.0032944
3095,1981,1981,5,3,16,1,1,1,1,3,630,1981,1981,1,2,-9,-9.0,260.0,470.0,51241.0,40826.0,14583.0,0.0078229,690,1981,1981,0,0,-9,1594321.0,12.0,0.0,34069.0,1432.0,261.0,0.0010993
3098,1981,1981,5,3,16,88,88,1,5,1,620,1981,1981,1,3,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384,651,1981,1981,0,0,-9,2100986.0,447.0,902.0,29788.0,41614.0,12400.0,0.007587
3098,1981,1981,5,3,16,88,88,1,5,0,620,1981,1981,1,3,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384,520,1981,1981,0,0,-9,162042.0,54.0,0.0,1961.0,6968.0,417.0,0.0007296
3098,1981,1981,5,3,16,88,88,1,5,0,620,1981,1981,1,3,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384,698,1981,1981,0,0,-9,1684776.0,15.0,0.0,956.0,1186.0,0.0,0.0005601
3098,1981,1981,5,3,16,88,88,1,5,1,620,1981,1981,1,3,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384,625,1981,1981,0,0,-9,311009.0,87.0,0.0,10978.0,19240.0,2309.0,0.0018889
3098,1981,1981,5,3,16,88,88,1,5,0,620,1981,1981,1,3,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384,2,1981,1981,0,0,-9,169888000.0,2101.0,109614.0,2502657.0,229966.0,57825.0,0.1380075
3099,1981,1981,5,3,16,4,4,2,1,0,2,1981,1981,1,2,-9,169888000.0,2101.0,109614.0,2502657.0,229966.0,57825.0,0.1380075,620,1981,1981,0,0,-9,557244.0,55.0,0.0,13334.0,2859.0,2044.0,0.0011384
3100,1981,1981,7,3,15,8,8,1,1,0,630,1981,1981,1,2,-9,-9.0,260.0,470.0,51241.0,40826.0,14583.0,0.0078229,390,1981,1981,0,0,-9,1446237.0,33.0,613.0,19480.0,5122.0,1095.0,0.0013833
3101,1981,1981,1,3,12,1,1,1,1,0,666,1981,1981,1,2,-9,5815043.0,201.0,120.0,11355.0,3948.0,1709.0,0.0032868,645,1981,1981,0,0,-9,7958609.0,392.0,45.0,14936.0,13669.0,9083.0,0.0066345
2084,1981,1982,5,3,16,305,305,1,1,1,155,1981,1982,1,1,-9,1726601.4999999991,116.0,567.99999999999989,13008.000000000004,11422.999999999998,5999.4999999999991,0.0028883999999999997,160,1981,1982,1,1,-9,3860055.0000000005,165.00000000000003,2570.5000000000005,62546.499999999978,28745.500000000004,12362.999999999998,0.00666455
2175,1981,1982,5,3,7,373,373,1,1,1,640,1981,1982,1,1,-9,2785364.4999999995,754.99999999999989,1871.0000000000002,36248.000000000015,46113.999999999971,11158.499999999996,0.0098700500000000017,350,1981,1982,1,1,-9,2575618.0000000005,186.99999999999997,909.49999999999955,36577.999999999985,9759.4999999999945,2090.9999999999995,0.0032524000000000012
2175,1981,1982,5,3,7,373,373,1,1,2,640,1981,1982,1,1,-9,2785364.4999999995,754.99999999999989,1871.0000000000002,36248.000000000015,46113.999999999971,11158.499999999996,0.0098700500000000017,350,1981,1982,1,1,-9,2575618.0000000005,186.99999999999997,909.49999999999955,36577.999999999985,9759.4999999999945,2090.9999999999995,0.0032524000000000012
2194,1981,1982,5,3,17,372,372,1,1,1,731,1981,1982,1,3,-9,1728497.4999999998,775.00000000000011,5650.0000000000009,49408.500000000007,18042.0,3082.5000000000014,0.0084938,732,1981,1982,1,3,-9,4317533.5,603.49999999999989,16183.499999999998,67231.500000000015,39024.5,22607.5,0.014983449999999997
2237,1981,1982,5,3,10,409,409,1,2,1,101,1981,1982,1,1,-9,1024819.4999999994,55.5,2016.4999999999998,94584.499999999985,15126.500000000004,6823.0000000000027,0.0042812500000000021,110,1981,1982,0,0,-9,22499.999999999996,7.0,0.0,322.00000000000011,770.00000000000011,0.0,8.135e-05
2237,1981,1982,5,3,10,409,409,1,2,0,101,1981,1982,1,1,-9,1024819.5,55.500000000000014,2016.5000000000002,94584.500000000015,15126.499999999998,6822.9999999999982,0.0042812500000000012,200,1982,1982,0,0,-9,24169041.0,335.0,13704.0,309737.0,56318.0,35501.0,0.0237279
2971,1981,1982,5,3,12,149,149,1,1,0,2,1981,1982,1,2,-9,183116499.99999994,2134.5000000000014,88634.999999999956,2441505.0000000005,231077.0,58138.999999999993,0.13379820000000009,731,1981,1982,0,0,-9,1728497.5000000002,775.0,5650.0000000000018,49408.500000000036,18042.000000000011,3082.5,0.0084938
3180,1981,1982,5,3,12,7,7,1,1,0,666,1981,1982,1,2,-9,7028175.5000000009,203.00000000000009,120.0,12832.0,3987.5000000000005,1753.4999999999998,0.003521499999999999,645,1981,1982,0,0,-9,8001303.4999999972,397.99999999999989,45.0,14829.499999999998,13889.500000000005,9347.0000000000036,0.0066084999999999989
2347,1981,1985,5,3,12,1499,1499,1,2,1,93,1981,1985,1,2,-9,423200.00000000006,53.399999999999977,0.0,2230.9999999999968,3064.2000000000003,700.39999999999975,0.00066838000000000054,91,1981,1985,0,0,-9,67316.000000000044,18.799999999999994,0.0,1952.6000000000006,4094.400000000001,871.59999999999934,0.00044422000000000016
2347,1981,1985,5,3,12,1499,1499,1,2,0,93,1981,1985,1,2,-9,423199.99999999965,53.40000000000002,0.0,2230.9999999999991,3064.2000000000012,700.40000000000111,0.00066838,2,1983,1985,0,0,-9,233134666.66666678,2222.333333333333,80256.333333333416,2437548.3333333349,236373.66666666657,59458.333333333379,0.13528349999999997
2323,1982,1982,5,3,16,12,12,1,1,1,101,1982,1982,1,1,-9,1142338.0,56.0,2215.0,95618.0,15940.0,7290.0,0.0044759,100,1982,1982,1,1,-9,420228.0,70.0,422.0,29875.0,26965.0,10023.0,0.0037514
2974,1982,1982,5,3,15,81,81,1,1,5,731,1982,1982,1,2,-9,1775987.0,782.0,5800.0,50118.0,18168.0,3185.0,0.0086549,740,1982,1982,0,0,-9,11038627.0,243.0,99548.0,469433.0,118480.0,66858.0,0.0524131
2977,1982,1982,5,3,12,1,1,1,1,0,2,1982,1982,1,3,-9,196345000.0,2168.0,67656.0,2380353.0,232188.0,58453.0,0.1295889,93,1982,1982,0,0,-9,249000.0,41.0,0.0,2306.0,2957.0,676.0,0.000562
2978,1982,1982,5,3,7,1,1,1,1,0,2,1982,1982,1,2,-9,196345000.0,2168.0,67656.0,2380353.0,232188.0,58453.0,0.1295889,620,1982,1982,0,0,-9,3310000.0,55.0,0.0,12093.0,2980.0,2182.0,0.001722
3078,1982,1982,5,3,16,1,1,1,1,0,645,1982,1982,1,2,-9,8043998.0,404.0,45.0,14723.0,14110.0,9611.0,0.0065825,732,1982,1982,0,0,-9,4350065.0,601.0,16566.0,67791.0,39326.0,23155.0,0.0152475
3079,1982,1982,5,3,16,1,1,1,1,0,645,1982,1982,1,2,-9,8043998.0,404.0,45.0,14723.0,14110.0,9611.0,0.0065825,350,1982,1982,0,0,-9,2638747.0,186.0,910.0,36182.0,9790.0,2090.0,0.0032282
3083,1982,1982,5,3,16,32,32,1,1,1,850,1982,1982,1,2,-9,2870010.0,280.0,500.0,87778.0,154662.0,21533.0,0.013082,910,1982,1982,0,0,-9,33000.0,3.0,0.0,1895.0,3110.0,129.0,0.0001906
3085,1982,1982,5,3,16,119,119,1,1,1,101,1982,1982,1,1,-9,1142338.0,56.0,2215.0,95618.0,15940.0,7290.0,0.0044759,110,1982,1982,0,0,-9,23000.0,7.0,0.0,311.0,774.0,0.0,8.1e-05
3086,1982,1982,5,3,7,1,1,1,1,1,652,1982,1982,1,2,-9,2548606.0,300.0,0.0,13768.0,9295.0,2824.0,0.0034186,645,1982,1982,0,0,-9,8043998.0,404.0,45.0,14723.0,14110.0,9611.0,0.0065825
3088,1982,1982,5,3,1,1,1,1,1,0,620,1982,1982,1,2,-9,3310000.0,55.0,0.0,12093.0,2980.0,2182.0,0.001722,2,1982,1982,0,0,-9,196345000.0,2168.0,67656.0,2380353.0,232188.0,58453.0,0.1295889
3089,1982,1982,5,3,12,1,1,1,1,0,365,1982,1982,1,4,-9,237000000.0,3900.0,147000.0,1934992.0,269901.0,105020.0,0.1714917,325,1982,1982,0,0,-9,9089741.0,517.0,24009.0,196378.0,56639.0,15769.0,0.0191371
3090,1982,1982,6,1,17,201,201,1,1,1,490,1982,1982,1,1,-9,148500.0,40.0,0.0,9306.0,28119.0,6234.0,0.0024857,551,1982,1982,0,0,-9,185000.0,16.0,0.0,6410.0,6052.0,1897.0,0.0007759
3106,1982,1982,5,3,16,3,3,1,1,1,652,1982,1982,1,2,-9,2548606.0,300.0,0.0,13768.0,9295.0,2824.0,0.0034186,663,1982,1982,0,0,-9,518769.0,68.0,0.0,3731.0,3273.0,1123.0,0.0008944
3630,1982,1982,2,2,20,106,106,1,1,0,160,1982,1982,1,1,-9,4147000.0,175.0,2752.0,62916.0,28966.0,12460.0,0.0068102,200,1982,1982,0,0,-9,24169041.0,335.0,13704.0,309737.0,56318.0,35501.0,0.0237279
2229,1982,1983,5,3,14,216,216,1,2,2,365,1982,1983,1,1,-9,243500000.0,3900.0,150000.00000000003,1957589.0,271134.50000000012,106236.00000000001,0.17183330000000002,2,1982,1983,0,0,-9,206771499.99999988,2184.5000000000005,72208.999999999956,2379515.0000000005,233247.50000000006,58654.499999999993,0.13126540000000003
2229,1982,1983,5,3,14,216,216,1,2,3,365,1982,1983,1,1,-9,243500000.0,3900.0,149999.99999999991,1957588.9999999991,271134.49999999994,106235.99999999997,0.1718333,740,1982,1983,0,0,-9,11346317.500000002,242.00000000000003,98363.499999999971,465631.99999999994,118893.5,67432.500000000058,0.051527200000000016
2229,1982,1983,5,3,14,216,216,1,2,2,365,1982,1983,1,1,-9,243500000.0,3900.0,149999.99999999991,1957588.9999999991,271134.49999999994,106235.99999999997,0.1718333,740,1982,1983,0,0,-9,11346317.500000002,242.00000000000003,98363.499999999971,465631.99999999994,118893.5,67432.500000000058,0.051527200000000016
2348,1982,1983,5,3,16,178,178,1,1,1,90,1982,1983,1,2,-9,167561.5,35.000000000000007,0.0,4571.5000000000027,7419.5000000000045,800.49999999999977,0.00072145,70,1982,1983,0,0,-9,775430.00000000023,130.0,6836.4999999999991,160039.50000000003,71568.999999999985,28157.999999999993,0.012409199999999992
3073,1982,1983,5,3,16,109,109,1,1,1,560,1982,1983,1,2,-9,2991351.5000000009,77.500000000000014,7730.5000000000018,152949.50000000003,31076.499999999982,8791.0000000000018,0.0080485499999999981,570,1982,1983,0,0,-9,16500.0,2.0,0.0,353.5,1416.9999999999995,0.0,7.2599999999999989e-05
3074,1982,1983,5,3,15,16,16,1,1,1,775,1982,1983,1,2,-9,222000.00000000006,194.49999999999994,0.0,7772.9999999999991,36328.5,4468.0,0.0034069000000000013,800,1982,1983,0,0,-9,1597648.0000000002,241.50000000000006,326.0,29291.500000000007,49194.500000000022,5942.4999999999982,0.0051140000000000014
2176,1982,1984,5,3,16,466,466,2,1,2,640,1982,1984,1,1,-9,2471672.3333333344,802.66666666666731,3236.6666666666683,46563.333333333321,47874.000000000007,11940.333333333332,0.010538966666666663,350,1982,1984,1,1,-9,2525827.3333333344,186.66666666666669,812.33333333333348,36535.333333333328,9844.3333333333358,2088.0000000000009,0.0031203000000000003
2176,1982,1984,5,3,16,466,466,2,1,1,640,1982,1984,1,1,-9,2471672.3333333344,802.66666666666731,3236.6666666666683,46563.333333333321,47874.000000000007,11940.333333333332,0.010538966666666663,350,1982,1984,1,1,-9,2525827.3333333344,186.66666666666669,812.33333333333348,36535.333333333328,9844.3333333333358,2088.0000000000009,0.0031203000000000003
3444,1982,1985,2,1,20,1152,1152,1,2,1,666,1982,1985,1,2,-9,6143649.2499999981,202.50000000000006,115.50000000000003,14588.750000000009,4123.75,1871.2500000000002,0.003212075,652,1982,1984,0,0,-9,2913983.0000000009,367.33333333333286,0.0,14985.333333333347,9613.3333333333248,2904.6666666666642,0.0038801999999999973
3444,1982,1985,2,1,20,1152,1152,1,2,1,666,1982,1985,1,2,-9,6143649.2500000009,202.5,115.50000000000003,14588.749999999991,4123.7500000000009,1871.2499999999986,0.0032120750000000004,660,1982,1985,0,0,-9,290415.99999999977,20.249999999999986,0.0,1457.0000000000002,2672.5000000000027,739.50000000000011,0.00041757500000000027
2086,1983,1983,6,1,7,1,1,1,1,1,160,1983,1983,1,1,-9,2337872.0,175.0,2828.0,63979.0,29412.0,12655.0,0.0063545,155,1983,1983,1,1,-9,1649556.0,126.0,618.0,12960.0,11717.0,6203.0,0.0028888
2163,1983,1983,6,1,17,1,1,1,1,4,651,1983,1983,1,2,-9,3043087.0,447.0,199.0,33982.0,44180.0,14658.0,0.0078946,352,1983,1983,0,0,-9,83642.0,10.0,0.0,955.0,632.0,295.0,0.0001637
